date_key,full_date,day,month,year,day_of_week,month_name,is_weekend
20131201,2013-12-01,1,12,2013,Sunday,December,t
20151129,2015-11-29,29,11,2015,Sunday,November,t
20220615,2022-06-15,15,6,2022,Wednesday,June,f
20160304,2016-03-04,4,3,2016,Friday,March,f
20240403,2024-04-03,3,4,2024,Wednesday,April,f
20240131,2024-01-31,31,1,2024,Wednesday,January,f
20230824,2023-08-24,24,8,2023,Thursday,August,f
20200322,2020-03-22,22,3,2020,Sunday,March,t
20140603,2014-06-03,3,6,2014,Tuesday,June,f
20220815,2022-08-15,15,8,2022,Monday,August,f
20240613,2024-06-13,13,6,2024,Thursday,June,f
20130805,2013-08-05,5,8,2013,Monday,August,f
20180331,2018-03-31,31,3,2018,Saturday,March,t
20161126,2016-11-26,26,11,2016,Saturday,November,t
20191206,2019-12-06,6,12,2019,Friday,December,f
20210619,2021-06-19,19,6,2021,Saturday,June,t
20170614,2017-06-14,14,6,2017,Wednesday,June,f
20140425,2014-04-25,25,4,2014,Friday,April,f
20110823,2011-08-23,23,8,2011,Tuesday,August,f
20150624,2015-06-24,24,6,2015,Wednesday,June,f
20210813,2021-08-13,13,8,2021,Friday,August,f
20170727,2017-07-27,27,7,2017,Thursday,July,f
20200628,2020-06-28,28,6,2020,Sunday,June,t
20120830,2012-08-30,30,8,2012,Thursday,August,f
20231017,2023-10-17,17,10,2023,Tuesday,October,f
20101027,2010-10-27,27,10,2010,Wednesday,October,f
20240115,2024-01-15,15,1,2024,Monday,January,f
20240130,2024-01-30,30,1,2024,Tuesday,January,f
20110323,2011-03-23,23,3,2011,Wednesday,March,f
20170724,2017-07-24,24,7,2017,Monday,July,f
20170804,2017-08-04,4,8,2017,Friday,August,f
20221215,2022-12-15,15,12,2022,Thursday,December,f
20191225,2019-12-25,25,12,2019,Wednesday,December,f
20140429,2014-04-29,29,4,2014,Tuesday,April,f
20131009,2013-10-09,9,10,2013,Wednesday,October,f
20150102,2015-01-02,2,1,2015,Friday,January,f
20241006,2024-10-06,6,10,2024,Sunday,October,t
20170324,2017-03-24,24,3,2017,Friday,March,f
20121210,2012-12-10,10,12,2012,Monday,December,f
20200703,2020-07-03,3,7,2020,Friday,July,f
20181111,2018-11-11,11,11,2018,Sunday,November,t
20120112,2012-01-12,12,1,2012,Thursday,January,f
20180821,2018-08-21,21,8,2018,Tuesday,August,f
20110917,2011-09-17,17,9,2011,Saturday,September,t
20150706,2015-07-06,6,7,2015,Monday,July,f
20210712,2021-07-12,12,7,2021,Monday,July,f
20240814,2024-08-14,14,8,2024,Wednesday,August,f
20220108,2022-01-08,8,1,2022,Saturday,January,t
20120124,2012-01-24,24,1,2012,Tuesday,January,f
20130702,2013-07-02,2,7,2013,Tuesday,July,f
20150728,2015-07-28,28,7,2015,Tuesday,July,f
20100322,2010-03-22,22,3,2010,Monday,March,f
20111102,2011-11-02,2,11,2011,Wednesday,November,f
20151030,2015-10-30,30,10,2015,Friday,October,f
20160623,2016-06-23,23,6,2016,Thursday,June,f
20231020,2023-10-20,20,10,2023,Friday,October,f
20141015,2014-10-15,15,10,2014,Wednesday,October,f
20121011,2012-10-11,11,10,2012,Thursday,October,f
20121119,2012-11-19,19,11,2012,Monday,November,f
20240828,2024-08-28,28,8,2024,Wednesday,August,f
20110527,2011-05-27,27,5,2011,Friday,May,f
20180213,2018-02-13,13,2,2018,Tuesday,February,f
20151110,2015-11-10,10,11,2015,Tuesday,November,f
20100522,2010-05-22,22,5,2010,Saturday,May,t
20120831,2012-08-31,31,8,2012,Friday,August,f
20210624,2021-06-24,24,6,2021,Thursday,June,f
20110328,2011-03-28,28,3,2011,Monday,March,f
20141124,2014-11-24,24,11,2014,Monday,November,f
20140103,2014-01-03,3,1,2014,Friday,January,f
20190108,2019-01-08,8,1,2019,Tuesday,January,f
20120702,2012-07-02,2,7,2012,Monday,July,f
20211006,2021-10-06,6,10,2021,Wednesday,October,f
20240823,2024-08-23,23,8,2024,Friday,August,f
20150626,2015-06-26,26,6,2015,Friday,June,f
20171218,2017-12-18,18,12,2017,Monday,December,f
20131006,2013-10-06,6,10,2013,Sunday,October,t
20170318,2017-03-18,18,3,2017,Saturday,March,t
20150620,2015-06-20,20,6,2015,Saturday,June,t
20140814,2014-08-14,14,8,2014,Thursday,August,f
20160315,2016-03-15,15,3,2016,Tuesday,March,f
20151101,2015-11-01,1,11,2015,Sunday,November,t
20131029,2013-10-29,29,10,2013,Tuesday,October,f
20120508,2012-05-08,8,5,2012,Tuesday,May,f
20150910,2015-09-10,10,9,2015,Thursday,September,f
20160803,2016-08-03,3,8,2016,Wednesday,August,f
20121126,2012-11-26,26,11,2012,Monday,November,f
20140801,2014-08-01,1,8,2014,Friday,August,f
20201019,2020-10-19,19,10,2020,Monday,October,f
20140705,2014-07-05,5,7,2014,Saturday,July,t
20110706,2011-07-06,6,7,2011,Wednesday,July,f
20210903,2021-09-03,3,9,2021,Friday,September,f
20240908,2024-09-08,8,9,2024,Sunday,September,t
20180310,2018-03-10,10,3,2018,Saturday,March,t
20210706,2021-07-06,6,7,2021,Tuesday,July,f
20210503,2021-05-03,3,5,2021,Monday,May,f
20150104,2015-01-04,4,1,2015,Sunday,January,t
20170503,2017-05-03,3,5,2017,Wednesday,May,f
20230209,2023-02-09,9,2,2023,Thursday,February,f
20230418,2023-04-18,18,4,2023,Tuesday,April,f
20190524,2019-05-24,24,5,2019,Friday,May,f
20220921,2022-09-21,21,9,2022,Wednesday,September,f
20191112,2019-11-12,12,11,2019,Tuesday,November,f
20151007,2015-10-07,7,10,2015,Wednesday,October,f
20140110,2014-01-10,10,1,2014,Friday,January,f
20180913,2018-09-13,13,9,2018,Thursday,September,f
20210123,2021-01-23,23,1,2021,Saturday,January,t
20100908,2010-09-08,8,9,2010,Wednesday,September,f
20130502,2013-05-02,2,5,2013,Thursday,May,f
20230307,2023-03-07,7,3,2023,Tuesday,March,f
20230725,2023-07-25,25,7,2023,Tuesday,July,f
20160609,2016-06-09,9,6,2016,Thursday,June,f
20230703,2023-07-03,3,7,2023,Monday,July,f
20140919,2014-09-19,19,9,2014,Friday,September,f
20140710,2014-07-10,10,7,2014,Thursday,July,f
20240314,2024-03-14,14,3,2024,Thursday,March,f
20131018,2013-10-18,18,10,2013,Friday,October,f
20221025,2022-10-25,25,10,2022,Tuesday,October,f
20170828,2017-08-28,28,8,2017,Monday,August,f
20171126,2017-11-26,26,11,2017,Sunday,November,t
20200729,2020-07-29,29,7,2020,Wednesday,July,f
20171110,2017-11-10,10,11,2017,Friday,November,f
20150117,2015-01-17,17,1,2015,Saturday,January,t
20110821,2011-08-21,21,8,2011,Sunday,August,t
20160228,2016-02-28,28,2,2016,Sunday,February,t
20180831,2018-08-31,31,8,2018,Friday,August,f
20130613,2013-06-13,13,6,2013,Thursday,June,f
20181122,2018-11-22,22,11,2018,Thursday,November,f
20210731,2021-07-31,31,7,2021,Saturday,July,t
20191224,2019-12-24,24,12,2019,Tuesday,December,f
20180709,2018-07-09,9,7,2018,Monday,July,f
20120602,2012-06-02,2,6,2012,Saturday,June,t
20200108,2020-01-08,8,1,2020,Wednesday,January,f
20190807,2019-08-07,7,8,2019,Wednesday,August,f
20151201,2015-12-01,1,12,2015,Tuesday,December,f
20130419,2013-04-19,19,4,2013,Friday,April,f
20221106,2022-11-06,6,11,2022,Sunday,November,t
20210307,2021-03-07,7,3,2021,Sunday,March,t
20201118,2020-11-18,18,11,2020,Wednesday,November,f
20200927,2020-09-27,27,9,2020,Sunday,September,t
20160318,2016-03-18,18,3,2016,Friday,March,f
20160104,2016-01-04,4,1,2016,Monday,January,f
20190304,2019-03-04,4,3,2019,Monday,March,f
20190330,2019-03-30,30,3,2019,Saturday,March,t
20240420,2024-04-20,20,4,2024,Saturday,April,t
20201026,2020-10-26,26,10,2020,Monday,October,f
20150424,2015-04-24,24,4,2015,Friday,April,f
20161002,2016-10-02,2,10,2016,Sunday,October,t
20140508,2014-05-08,8,5,2014,Thursday,May,f
20140313,2014-03-13,13,3,2014,Thursday,March,f
20150318,2015-03-18,18,3,2015,Wednesday,March,f
20210222,2021-02-22,22,2,2021,Monday,February,f
20110717,2011-07-17,17,7,2011,Sunday,July,t
20191203,2019-12-03,3,12,2019,Tuesday,December,f
20140908,2014-09-08,8,9,2014,Monday,September,f
20111207,2011-12-07,7,12,2011,Wednesday,December,f
20241101,2024-11-01,1,11,2024,Friday,November,f
20170515,2017-05-15,15,5,2017,Monday,May,f
20220116,2022-01-16,16,1,2022,Sunday,January,t
20120111,2012-01-11,11,1,2012,Wednesday,January,f
20130623,2013-06-23,23,6,2013,Sunday,June,t
20170602,2017-06-02,2,6,2017,Friday,June,f
20241027,2024-10-27,27,10,2024,Sunday,October,t
20110830,2011-08-30,30,8,2011,Tuesday,August,f
20160114,2016-01-14,14,1,2016,Thursday,January,f
20220906,2022-09-06,6,9,2022,Tuesday,September,f
20170326,2017-03-26,26,3,2017,Sunday,March,t
20200502,2020-05-02,2,5,2020,Saturday,May,t
20210102,2021-01-02,2,1,2021,Saturday,January,t
20140726,2014-07-26,26,7,2014,Saturday,July,t
20160727,2016-07-27,27,7,2016,Wednesday,July,f
20111030,2011-10-30,30,10,2011,Sunday,October,t
20160128,2016-01-28,28,1,2016,Thursday,January,f
20180109,2018-01-09,9,1,2018,Tuesday,January,f
20150725,2015-07-25,25,7,2015,Saturday,July,t
20160319,2016-03-19,19,3,2016,Saturday,March,t
20180803,2018-08-03,3,8,2018,Friday,August,f
20170309,2017-03-09,9,3,2017,Thursday,March,f
20180413,2018-04-13,13,4,2018,Friday,April,f
20161013,2016-10-13,13,10,2016,Thursday,October,f
20200527,2020-05-27,27,5,2020,Wednesday,May,f
20241103,2024-11-03,3,11,2024,Sunday,November,t
20150719,2015-07-19,19,7,2015,Sunday,July,t
20191027,2019-10-27,27,10,2019,Sunday,October,t
20200618,2020-06-18,18,6,2020,Thursday,June,f
20111121,2011-11-21,21,11,2011,Monday,November,f
20220427,2022-04-27,27,4,2022,Wednesday,April,f
20210710,2021-07-10,10,7,2021,Saturday,July,t
20190630,2019-06-30,30,6,2019,Sunday,June,t
20111210,2011-12-10,10,12,2011,Saturday,December,t
20200408,2020-04-08,8,4,2020,Wednesday,April,f
20160822,2016-08-22,22,8,2016,Monday,August,f
20231027,2023-10-27,27,10,2023,Friday,October,f
20151009,2015-10-09,9,10,2015,Friday,October,f
20111012,2011-10-12,12,10,2011,Wednesday,October,f
20140113,2014-01-13,13,1,2014,Monday,January,f
20210409,2021-04-09,9,4,2021,Friday,April,f
20210628,2021-06-28,28,6,2021,Monday,June,f
20100416,2010-04-16,16,4,2010,Friday,April,f
20181123,2018-11-23,23,11,2018,Friday,November,f
20190826,2019-08-26,26,8,2019,Monday,August,f
20210609,2021-06-09,9,6,2021,Wednesday,June,f
20180814,2018-08-14,14,8,2018,Tuesday,August,f
20120421,2012-04-21,21,4,2012,Saturday,April,t
20100304,2010-03-04,4,3,2010,Thursday,March,f
20120129,2012-01-29,29,1,2012,Sunday,January,t
20240123,2024-01-23,23,1,2024,Tuesday,January,f
20200721,2020-07-21,21,7,2020,Tuesday,July,f
20150405,2015-04-05,5,4,2015,Sunday,April,t
20200330,2020-03-30,30,3,2020,Monday,March,f
20181114,2018-11-14,14,11,2018,Wednesday,November,f
20111217,2011-12-17,17,12,2011,Saturday,December,t
20140723,2014-07-23,23,7,2014,Wednesday,July,f
20240930,2024-09-30,30,9,2024,Monday,September,f
20130330,2013-03-30,30,3,2013,Saturday,March,t
20241014,2024-10-14,14,10,2024,Monday,October,f
20150823,2015-08-23,23,8,2015,Sunday,August,t
20210302,2021-03-02,2,3,2021,Tuesday,March,f
20190825,2019-08-25,25,8,2019,Sunday,August,t
20200821,2020-08-21,21,8,2020,Friday,August,f
20240107,2024-01-07,7,1,2024,Sunday,January,t
20210623,2021-06-23,23,6,2021,Wednesday,June,f
20140725,2014-07-25,25,7,2014,Friday,July,f
20130918,2013-09-18,18,9,2013,Wednesday,September,f
20130601,2013-06-01,1,6,2013,Saturday,June,t
20140111,2014-01-11,11,1,2014,Saturday,January,t
20240722,2024-07-22,22,7,2024,Monday,July,f
20151024,2015-10-24,24,10,2015,Saturday,October,t
20230113,2023-01-13,13,1,2023,Friday,January,f
20100114,2010-01-14,14,1,2010,Thursday,January,f
20190520,2019-05-20,20,5,2019,Monday,May,f
20230707,2023-07-07,7,7,2023,Friday,July,f
20231209,2023-12-09,9,12,2023,Saturday,December,t
20230414,2023-04-14,14,4,2023,Friday,April,f
20150430,2015-04-30,30,4,2015,Thursday,April,f
20170507,2017-05-07,7,5,2017,Sunday,May,t
20240622,2024-06-22,22,6,2024,Saturday,June,t
20220315,2022-03-15,15,3,2022,Tuesday,March,f
20121218,2012-12-18,18,12,2012,Tuesday,December,f
20110512,2011-05-12,12,5,2011,Thursday,May,f
20181113,2018-11-13,13,11,2018,Tuesday,November,f
20181208,2018-12-08,8,12,2018,Saturday,December,t
20180304,2018-03-04,4,3,2018,Sunday,March,t
20110217,2011-02-17,17,2,2011,Thursday,February,f
20220909,2022-09-09,9,9,2022,Friday,September,f
20180815,2018-08-15,15,8,2018,Wednesday,August,f
20110613,2011-06-13,13,6,2011,Monday,June,f
20120321,2012-03-21,21,3,2012,Wednesday,March,f
20141008,2014-10-08,8,10,2014,Wednesday,October,f
20180111,2018-01-11,11,1,2018,Thursday,January,f
20180723,2018-07-23,23,7,2018,Monday,July,f
20241205,2024-12-05,5,12,2024,Thursday,December,f
20120120,2012-01-20,20,1,2012,Friday,January,f
20131123,2013-11-23,23,11,2013,Saturday,November,t
20210517,2021-05-17,17,5,2021,Monday,May,f
20121010,2012-10-10,10,10,2012,Wednesday,October,f
20150510,2015-05-10,10,5,2015,Sunday,May,t
20240919,2024-09-19,19,9,2024,Thursday,September,f
20120921,2012-09-21,21,9,2012,Friday,September,f
20191205,2019-12-05,5,12,2019,Thursday,December,f
20100924,2010-09-24,24,9,2010,Friday,September,f
20190723,2019-07-23,23,7,2019,Tuesday,July,f
20150814,2015-08-14,14,8,2015,Friday,August,f
20240625,2024-06-25,25,6,2024,Tuesday,June,f
20130528,2013-05-28,28,5,2013,Tuesday,May,f
20100128,2010-01-28,28,1,2010,Thursday,January,f
20210614,2021-06-14,14,6,2021,Monday,June,f
20100209,2010-02-09,9,2,2010,Tuesday,February,f
20240427,2024-04-27,27,4,2024,Saturday,April,t
20230624,2023-06-24,24,6,2023,Saturday,June,t
20120313,2012-03-13,13,3,2012,Tuesday,March,f
20170721,2017-07-21,21,7,2017,Friday,July,f
20121004,2012-10-04,4,10,2012,Thursday,October,f
20120113,2012-01-13,13,1,2012,Friday,January,f
20150602,2015-06-02,2,6,2015,Tuesday,June,f
20160820,2016-08-20,20,8,2016,Saturday,August,t
20200118,2020-01-18,18,1,2020,Saturday,January,t
20101229,2010-12-29,29,12,2010,Wednesday,December,f
20121125,2012-11-25,25,11,2012,Sunday,November,t
20100712,2010-07-12,12,7,2010,Monday,July,f
20120417,2012-04-17,17,4,2012,Tuesday,April,f
20220131,2022-01-31,31,1,2022,Monday,January,f
20230215,2023-02-15,15,2,2023,Wednesday,February,f
20221114,2022-11-14,14,11,2022,Monday,November,f
20130619,2013-06-19,19,6,2013,Wednesday,June,f
20180623,2018-06-23,23,6,2018,Saturday,June,t
20221031,2022-10-31,31,10,2022,Monday,October,f
20220804,2022-08-04,4,8,2022,Thursday,August,f
20140218,2014-02-18,18,2,2014,Tuesday,February,f
20170107,2017-01-07,7,1,2017,Saturday,January,t
20180320,2018-03-20,20,3,2018,Tuesday,March,f
20230724,2023-07-24,24,7,2023,Monday,July,f
20111013,2011-10-13,13,10,2011,Thursday,October,f
20200219,2020-02-19,19,2,2020,Wednesday,February,f
20220325,2022-03-25,25,3,2022,Friday,March,f
20200505,2020-05-05,5,5,2020,Tuesday,May,f
20140727,2014-07-27,27,7,2014,Sunday,July,t
20170813,2017-08-13,13,8,2017,Sunday,August,t
20131115,2013-11-15,15,11,2013,Friday,November,f
20180914,2018-09-14,14,9,2018,Friday,September,f
20130526,2013-05-26,26,5,2013,Sunday,May,t
20121019,2012-10-19,19,10,2012,Friday,October,f
20231105,2023-11-05,5,11,2023,Sunday,November,t
20161128,2016-11-28,28,11,2016,Monday,November,f
20240507,2024-05-07,7,5,2024,Tuesday,May,f
20200722,2020-07-22,22,7,2020,Wednesday,July,f
20110916,2011-09-16,16,9,2011,Friday,September,f
20220406,2022-04-06,6,4,2022,Wednesday,April,f
20121229,2012-12-29,29,12,2012,Saturday,December,t
20210918,2021-09-18,18,9,2021,Saturday,September,t
20220320,2022-03-20,20,3,2022,Sunday,March,t
20240105,2024-01-05,5,1,2024,Friday,January,f
20170130,2017-01-30,30,1,2017,Monday,January,f
20210811,2021-08-11,11,8,2021,Wednesday,August,f
20171128,2017-11-28,28,11,2017,Tuesday,November,f
20130605,2013-06-05,5,6,2013,Wednesday,June,f
20161211,2016-12-11,11,12,2016,Sunday,December,t
20210411,2021-04-11,11,4,2021,Sunday,April,t
20110809,2011-08-09,9,8,2011,Tuesday,August,f
20160825,2016-08-25,25,8,2016,Thursday,August,f
20210806,2021-08-06,6,8,2021,Friday,August,f
20130323,2013-03-23,23,3,2013,Saturday,March,t
20240728,2024-07-28,28,7,2024,Sunday,July,t
20180604,2018-06-04,4,6,2018,Monday,June,f
20190724,2019-07-24,24,7,2019,Wednesday,July,f
20140301,2014-03-01,1,3,2014,Saturday,March,t
20190522,2019-05-22,22,5,2019,Wednesday,May,f
20101210,2010-12-10,10,12,2010,Friday,December,f
20210519,2021-05-19,19,5,2021,Wednesday,May,f
20201219,2020-12-19,19,12,2020,Saturday,December,t
20140901,2014-09-01,1,9,2014,Monday,September,f
20180809,2018-08-09,9,8,2018,Thursday,August,f
20140315,2014-03-15,15,3,2014,Saturday,March,t
20201020,2020-10-20,20,10,2020,Tuesday,October,f
20170314,2017-03-14,14,3,2017,Tuesday,March,f
20230412,2023-04-12,12,4,2023,Wednesday,April,f
20111029,2011-10-29,29,10,2011,Saturday,October,t
20130608,2013-06-08,8,6,2013,Saturday,June,t
20200608,2020-06-08,8,6,2020,Monday,June,f
20221030,2022-10-30,30,10,2022,Sunday,October,t
20170213,2017-02-13,13,2,2017,Monday,February,f
20150408,2015-04-08,8,4,2015,Wednesday,April,f
20110814,2011-08-14,14,8,2011,Sunday,August,t
20171217,2017-12-17,17,12,2017,Sunday,December,t
20200619,2020-06-19,19,6,2020,Friday,June,f
20100702,2010-07-02,2,7,2010,Friday,July,f
20110324,2011-03-24,24,3,2011,Thursday,March,f
20200125,2020-01-25,25,1,2020,Saturday,January,t
20220923,2022-09-23,23,9,2022,Friday,September,f
20140129,2014-01-29,29,1,2014,Wednesday,January,f
20240807,2024-08-07,7,8,2024,Wednesday,August,f
20171001,2017-10-01,1,10,2017,Sunday,October,t
20120613,2012-06-13,13,6,2012,Wednesday,June,f
20150116,2015-01-16,16,1,2015,Friday,January,f
20201113,2020-11-13,13,11,2020,Friday,November,f
20210916,2021-09-16,16,9,2021,Thursday,September,f
20210326,2021-03-26,26,3,2021,Friday,March,f
20130201,2013-02-01,1,2,2013,Friday,February,f
20220604,2022-06-04,4,6,2022,Saturday,June,t
20101103,2010-11-03,3,11,2010,Wednesday,November,f
20180525,2018-05-25,25,5,2018,Friday,May,f
20191013,2019-10-13,13,10,2019,Sunday,October,t
20111028,2011-10-28,28,10,2011,Friday,October,f
20200204,2020-02-04,4,2,2020,Tuesday,February,f
20150619,2015-06-19,19,6,2015,Friday,June,f
20240506,2024-05-06,6,5,2024,Monday,May,f
20140309,2014-03-09,9,3,2014,Sunday,March,t
20230729,2023-07-29,29,7,2023,Saturday,July,t
20130610,2013-06-10,10,6,2013,Monday,June,f
20171112,2017-11-12,12,11,2017,Sunday,November,t
20130408,2013-04-08,8,4,2013,Monday,April,f
20140210,2014-02-10,10,2,2014,Monday,February,f
20140413,2014-04-13,13,4,2014,Sunday,April,t
20130107,2013-01-07,7,1,2013,Monday,January,f
20190221,2019-02-21,21,2,2019,Thursday,February,f
20191128,2019-11-28,28,11,2019,Thursday,November,f
20230614,2023-06-14,14,6,2023,Wednesday,June,f
20180408,2018-04-08,8,4,2018,Sunday,April,t
20100519,2010-05-19,19,5,2010,Wednesday,May,f
20111125,2011-11-25,25,11,2011,Friday,November,f
20100113,2010-01-13,13,1,2010,Wednesday,January,f
20120903,2012-09-03,3,9,2012,Monday,September,f
20120821,2012-08-21,21,8,2012,Tuesday,August,f
20100902,2010-09-02,2,9,2010,Thursday,September,f
20230720,2023-07-20,20,7,2023,Thursday,July,f
20240524,2024-05-24,24,5,2024,Friday,May,f
20241003,2024-10-03,3,10,2024,Thursday,October,f
20110412,2011-04-12,12,4,2011,Tuesday,April,f
20150730,2015-07-30,30,7,2015,Thursday,July,f
20110730,2011-07-30,30,7,2011,Saturday,July,t
20190622,2019-06-22,22,6,2019,Saturday,June,t
20180910,2018-09-10,10,9,2018,Monday,September,f
20111201,2011-12-01,1,12,2011,Thursday,December,f
20140511,2014-05-11,11,5,2014,Sunday,May,t
20220824,2022-08-24,24,8,2022,Wednesday,August,f
20110617,2011-06-17,17,6,2011,Friday,June,f
20170608,2017-06-08,8,6,2017,Thursday,June,f
20170717,2017-07-17,17,7,2017,Monday,July,f
20221101,2022-11-01,1,11,2022,Tuesday,November,f
20220903,2022-09-03,3,9,2022,Saturday,September,t
20241016,2024-10-16,16,10,2024,Wednesday,October,f
20101006,2010-10-06,6,10,2010,Wednesday,October,f
20210829,2021-08-29,29,8,2021,Sunday,August,t
20100118,2010-01-18,18,1,2010,Monday,January,f
20200110,2020-01-10,10,1,2020,Friday,January,f
20120126,2012-01-26,26,1,2012,Thursday,January,f
20160626,2016-06-26,26,6,2016,Sunday,June,t
20180923,2018-09-23,23,9,2018,Sunday,September,t
20180128,2018-01-28,28,1,2018,Sunday,January,t
20190601,2019-06-01,1,6,2019,Saturday,June,t
20111110,2011-11-10,10,11,2011,Thursday,November,f
20161221,2016-12-21,21,12,2016,Wednesday,December,f
20200323,2020-03-23,23,3,2020,Monday,March,f
20161117,2016-11-17,17,11,2016,Thursday,November,f
20220626,2022-06-26,26,6,2022,Sunday,June,t
20130921,2013-09-21,21,9,2013,Saturday,September,t
20181112,2018-11-12,12,11,2018,Monday,November,f
20240108,2024-01-08,8,1,2024,Monday,January,f
20130217,2013-02-17,17,2,2013,Sunday,February,t
20230701,2023-07-01,1,7,2023,Saturday,July,t
20130425,2013-04-25,25,4,2013,Thursday,April,f
20190402,2019-04-02,2,4,2019,Tuesday,April,f
20220508,2022-05-08,8,5,2022,Sunday,May,t
20100827,2010-08-27,27,8,2010,Friday,August,f
20151006,2015-10-06,6,10,2015,Tuesday,October,f
20180424,2018-04-24,24,4,2018,Tuesday,April,f
20190801,2019-08-01,1,8,2019,Thursday,August,f
20170114,2017-01-14,14,1,2017,Saturday,January,t
20141103,2014-11-03,3,11,2014,Monday,November,f
20121203,2012-12-03,3,12,2012,Monday,December,f
20150702,2015-07-02,2,7,2015,Thursday,July,f
20221124,2022-11-24,24,11,2022,Thursday,November,f
20191008,2019-10-08,8,10,2019,Tuesday,October,f
20110128,2011-01-28,28,1,2011,Friday,January,f
20101008,2010-10-08,8,10,2010,Friday,October,f
20130418,2013-04-18,18,4,2013,Thursday,April,f
20140612,2014-06-12,12,6,2014,Thursday,June,f
20210408,2021-04-08,8,4,2021,Thursday,April,f
20220715,2022-07-15,15,7,2022,Friday,July,f
20160325,2016-03-25,25,3,2016,Friday,March,f
20221112,2022-11-12,12,11,2022,Saturday,November,t
20150609,2015-06-09,9,6,2015,Tuesday,June,f
20131105,2013-11-05,5,11,2013,Tuesday,November,f
20161016,2016-10-16,16,10,2016,Sunday,October,t
20210315,2021-03-15,15,3,2021,Monday,March,f
20150731,2015-07-31,31,7,2015,Friday,July,f
20171202,2017-12-02,2,12,2017,Saturday,December,t
20130714,2013-07-14,14,7,2013,Sunday,July,t
20220328,2022-03-28,28,3,2022,Monday,March,f
20230124,2023-01-24,24,1,2023,Tuesday,January,f
20101105,2010-11-05,5,11,2010,Friday,November,f
20110910,2011-09-10,10,9,2011,Saturday,September,t
20130105,2013-01-05,5,1,2013,Saturday,January,t
20141230,2014-12-30,30,12,2014,Tuesday,December,f
20191030,2019-10-30,30,10,2019,Wednesday,October,f
20230806,2023-08-06,6,8,2023,Sunday,August,t
20200601,2020-06-01,1,6,2020,Monday,June,f
20101003,2010-10-03,3,10,2010,Sunday,October,t
20200810,2020-08-10,10,8,2020,Monday,August,f
20210214,2021-02-14,14,2,2021,Sunday,February,t
20201114,2020-11-14,14,11,2020,Saturday,November,t
20161109,2016-11-09,9,11,2016,Wednesday,November,f
20170304,2017-03-04,4,3,2017,Saturday,March,t
20240815,2024-08-15,15,8,2024,Thursday,August,f
20141111,2014-11-11,11,11,2014,Tuesday,November,f
20140605,2014-06-05,5,6,2014,Thursday,June,f
20110224,2011-02-24,24,2,2011,Thursday,February,f
20160617,2016-06-17,17,6,2016,Friday,June,f
20180531,2018-05-31,31,5,2018,Thursday,May,f
20241208,2024-12-08,8,12,2024,Sunday,December,t
20200504,2020-05-04,4,5,2020,Monday,May,f
20190109,2019-01-09,9,1,2019,Wednesday,January,f
20200820,2020-08-20,20,8,2020,Thursday,August,f
20190307,2019-03-07,7,3,2019,Thursday,March,f
20230811,2023-08-11,11,8,2023,Friday,August,f
20241021,2024-10-21,21,10,2024,Monday,October,f
20121110,2012-11-10,10,11,2012,Saturday,November,t
20151016,2015-10-16,16,10,2015,Friday,October,f
20180806,2018-08-06,6,8,2018,Monday,August,f
20120405,2012-04-05,5,4,2012,Thursday,April,f
20171105,2017-11-05,5,11,2017,Sunday,November,t
20200206,2020-02-06,6,2,2020,Thursday,February,f
20230807,2023-08-07,7,8,2023,Monday,August,f
20100426,2010-04-26,26,4,2010,Monday,April,f
20220727,2022-07-27,27,7,2022,Wednesday,July,f
20221117,2022-11-17,17,11,2022,Thursday,November,f
20220831,2022-08-31,31,8,2022,Wednesday,August,f
20110525,2011-05-25,25,5,2011,Wednesday,May,f
20160602,2016-06-02,2,6,2016,Thursday,June,f
20210204,2021-02-04,4,2,2021,Thursday,February,f
20170226,2017-02-26,26,2,2017,Sunday,February,t
20220821,2022-08-21,21,8,2022,Sunday,August,t
20200220,2020-02-20,20,2,2020,Thursday,February,f
20190420,2019-04-20,20,4,2019,Saturday,April,t
20230512,2023-05-12,12,5,2023,Friday,May,f
20120904,2012-09-04,4,9,2012,Tuesday,September,f
20230821,2023-08-21,21,8,2023,Monday,August,f
20130422,2013-04-22,22,4,2013,Monday,April,f
20201210,2020-12-10,10,12,2020,Thursday,December,f
20130509,2013-05-09,9,5,2013,Thursday,May,f
20100909,2010-09-09,9,9,2010,Thursday,September,f
20200603,2020-06-03,3,6,2020,Wednesday,June,f
20230525,2023-05-25,25,5,2023,Thursday,May,f
20140505,2014-05-05,5,5,2014,Monday,May,f
20160515,2016-05-15,15,5,2016,Sunday,May,t
20220326,2022-03-26,26,3,2022,Saturday,March,t
20221103,2022-11-03,3,11,2022,Thursday,November,f
20211207,2021-12-07,7,12,2021,Tuesday,December,f
20111116,2011-11-16,16,11,2011,Wednesday,November,f
20230928,2023-09-28,28,9,2023,Thursday,September,f
20131111,2013-11-11,11,11,2013,Monday,November,f
20180103,2018-01-03,3,1,2018,Wednesday,January,f
20100709,2010-07-09,9,7,2010,Friday,July,f
20150808,2015-08-08,8,8,2015,Saturday,August,t
20151011,2015-10-11,11,10,2015,Sunday,October,t
20110314,2011-03-14,14,3,2011,Monday,March,f
20151122,2015-11-22,22,11,2015,Sunday,November,t
20211019,2021-10-19,19,10,2021,Tuesday,October,f
20241218,2024-12-18,18,12,2024,Wednesday,December,f
