date_key,full_date,day,month,year,day_of_week,month_name,is_weekend
20240829,2024-08-29,29,8,2024,Thursday,August,f
20230616,2023-06-16,16,6,2023,Friday,June,f
20101206,2010-12-06,6,12,2010,Monday,December,f
20141206,2014-12-06,6,12,2014,Saturday,December,t
20141218,2014-12-18,18,12,2014,Thursday,December,f
20240505,2024-05-05,5,5,2024,Sunday,May,t
20140722,2014-07-22,22,7,2014,Tuesday,July,f
20110511,2011-05-11,11,5,2011,Wednesday,May,f
20201009,2020-10-09,9,10,2020,Friday,October,f
20120529,2012-05-29,29,5,2012,Tuesday,May,f
20220822,2022-08-22,22,8,2022,Monday,August,f
20130901,2013-09-01,1,9,2013,Sunday,September,t
20131221,2013-12-21,21,12,2013,Saturday,December,t
20100108,2010-01-08,8,1,2010,Friday,January,f
20140625,2014-06-25,25,6,2014,Wednesday,June,f
20201225,2020-12-25,25,12,2020,Friday,December,f
20110308,2011-03-08,8,3,2011,Tuesday,March,f
20160819,2016-08-19,19,8,2016,Friday,August,f
20210428,2021-04-28,28,4,2021,Wednesday,April,f
20181024,2018-10-24,24,10,2018,Wednesday,October,f
20190210,2019-02-10,10,2,2019,Sunday,February,t
20100605,2010-06-05,5,6,2010,Saturday,June,t
20190206,2019-02-06,6,2,2019,Wednesday,February,f
20141127,2014-11-27,27,11,2014,Thursday,November,f
20110325,2011-03-25,25,3,2011,Friday,March,f
20101019,2010-10-19,19,10,2010,Tuesday,October,f
20220414,2022-04-14,14,4,2022,Thursday,April,f
20190104,2019-01-04,4,1,2019,Friday,January,f
20240811,2024-08-11,11,8,2024,Sunday,August,t
20130602,2013-06-02,2,6,2013,Sunday,June,t
20210404,2021-04-04,4,4,2021,Sunday,April,t
20230901,2023-09-01,1,9,2023,Friday,September,f
20150709,2015-07-09,9,7,2015,Thursday,July,f
20170128,2017-01-28,28,1,2017,Saturday,January,t
20180903,2018-09-03,3,9,2018,Monday,September,f
20140306,2014-03-06,6,3,2014,Thursday,March,f
20210203,2021-02-03,3,2,2021,Wednesday,February,f
20150721,2015-07-21,21,7,2015,Tuesday,July,f
20241010,2024-10-10,10,10,2024,Thursday,October,f
20130128,2013-01-28,28,1,2013,Monday,January,f
20120507,2012-05-07,7,5,2012,Monday,May,f
20220725,2022-07-25,25,7,2022,Monday,July,f
20230425,2023-04-25,25,4,2023,Tuesday,April,f
20120902,2012-09-02,2,9,2012,Sunday,September,t
20110702,2011-07-02,2,7,2011,Saturday,July,t
20230407,2023-04-07,7,4,2023,Friday,April,f
20111228,2011-12-28,28,12,2011,Wednesday,December,f
20151117,2015-11-17,17,11,2015,Tuesday,November,f
20180212,2018-02-12,12,2,2018,Monday,February,f
20211123,2021-11-23,23,11,2021,Tuesday,November,f
20171003,2017-10-03,3,10,2017,Tuesday,October,f
20120512,2012-05-12,12,5,2012,Saturday,May,t
20201216,2020-12-16,16,12,2020,Wednesday,December,f
20240313,2024-03-13,13,3,2024,Wednesday,March,f
20120524,2012-05-24,24,5,2012,Thursday,May,f
20130322,2013-03-22,22,3,2013,Friday,March,f
20100708,2010-07-08,8,7,2010,Thursday,July,f
20111101,2011-11-01,1,11,2011,Tuesday,November,f
20140620,2014-06-20,20,6,2014,Friday,June,f
20110327,2011-03-27,27,3,2011,Sunday,March,t
20130824,2013-08-24,24,8,2013,Saturday,August,t
20150520,2015-05-20,20,5,2015,Wednesday,May,f
20210802,2021-08-02,2,8,2021,Monday,August,f
20121214,2012-12-14,14,12,2012,Friday,December,f
20231207,2023-12-07,7,12,2023,Thursday,December,f
20130614,2013-06-14,14,6,2013,Friday,June,f
20100727,2010-07-27,27,7,2010,Tuesday,July,f
20230331,2023-03-31,31,3,2023,Friday,March,f
20170113,2017-01-13,13,1,2017,Friday,January,f
20241012,2024-10-12,12,10,2024,Saturday,October,t
20210922,2021-09-22,22,9,2021,Wednesday,September,f
20161111,2016-11-11,11,11,2016,Friday,November,f
20210612,2021-06-12,12,6,2021,Saturday,June,t
20110506,2011-05-06,6,5,2011,Friday,May,f
20101123,2010-11-23,23,11,2010,Tuesday,November,f
20140220,2014-02-20,20,2,2014,Thursday,February,f
20150512,2015-05-12,12,5,2015,Tuesday,May,f
20190925,2019-09-25,25,9,2019,Wednesday,September,f
20110201,2011-02-01,1,2,2011,Tuesday,February,f
20191207,2019-12-07,7,12,2019,Saturday,December,t
20100917,2010-09-17,17,9,2010,Friday,September,f
20241001,2024-10-01,1,10,2024,Tuesday,October,f
20201129,2020-11-29,29,11,2020,Sunday,November,t
20151216,2015-12-16,16,12,2015,Wednesday,December,f
20121223,2012-12-23,23,12,2012,Sunday,December,t
20151105,2015-11-05,5,11,2015,Thursday,November,f
20150220,2015-02-20,20,2,2015,Friday,February,f
20220927,2022-09-27,27,9,2022,Tuesday,September,f
20200607,2020-06-07,7,6,2020,Sunday,June,t
20180120,2018-01-20,20,1,2018,Saturday,January,t
20110206,2011-02-06,6,2,2011,Sunday,February,t
20190226,2019-02-26,26,2,2019,Tuesday,February,f
20210426,2021-04-26,26,4,2021,Monday,April,f
20181219,2018-12-19,19,12,2018,Wednesday,December,f
20210607,2021-06-07,7,6,2021,Monday,June,f
20180520,2018-05-20,20,5,2018,Sunday,May,t
20130113,2013-01-13,13,1,2013,Sunday,January,t
20230417,2023-04-17,17,4,2023,Monday,April,f
20240629,2024-06-29,29,6,2024,Saturday,June,t
20201128,2020-11-28,28,11,2020,Saturday,November,t
20121226,2012-12-26,26,12,2012,Wednesday,December,f
20170203,2017-02-03,3,2,2017,Friday,February,f
20130120,2013-01-20,20,1,2013,Sunday,January,t
20120203,2012-02-03,3,2,2012,Friday,February,f
20220503,2022-05-03,3,5,2022,Tuesday,May,f
20170803,2017-08-03,3,8,2017,Thursday,August,f
20240910,2024-09-10,10,9,2024,Tuesday,September,f
20200427,2020-04-27,27,4,2020,Monday,April,f
20211014,2021-10-14,14,10,2021,Thursday,October,f
20111023,2011-10-23,23,10,2011,Sunday,October,t
20190321,2019-03-21,21,3,2019,Thursday,March,f
20160215,2016-02-15,15,2,2016,Monday,February,f
20130206,2013-02-06,6,2,2013,Wednesday,February,f
20131126,2013-11-26,26,11,2013,Tuesday,November,f
20240503,2024-05-03,3,5,2024,Friday,May,f
20240704,2024-07-04,4,7,2024,Thursday,July,f
20170210,2017-02-10,10,2,2017,Friday,February,f
20241217,2024-12-17,17,12,2024,Tuesday,December,f
20151022,2015-10-22,22,10,2015,Thursday,October,f
20180624,2018-06-24,24,6,2018,Sunday,June,t
20110318,2011-03-18,18,3,2011,Friday,March,f
20201224,2020-12-24,24,12,2020,Thursday,December,f
20160730,2016-07-30,30,7,2016,Saturday,July,t
20120926,2012-09-26,26,9,2012,Wednesday,September,f
20210219,2021-02-19,19,2,2021,Friday,February,f
20140226,2014-02-26,26,2,2014,Wednesday,February,f
20200203,2020-02-03,3,2,2020,Monday,February,f
20160317,2016-03-17,17,3,2016,Thursday,March,f
20210420,2021-04-20,20,4,2021,Tuesday,April,f
20140606,2014-06-06,6,6,2014,Friday,June,f
20151221,2015-12-21,21,12,2015,Monday,December,f
20180528,2018-05-28,28,5,2018,Monday,May,f
20130815,2013-08-15,15,8,2013,Thursday,August,f
20160604,2016-06-04,4,6,2016,Saturday,June,t
20130308,2013-03-08,8,3,2013,Friday,March,f
20130718,2013-07-18,18,7,2013,Thursday,July,f
20230223,2023-02-23,23,2,2023,Thursday,February,f
20140514,2014-05-14,14,5,2014,Wednesday,May,f
20200522,2020-05-22,22,5,2020,Friday,May,f
20120706,2012-07-06,6,7,2012,Friday,July,f
20140105,2014-01-05,5,1,2014,Sunday,January,t
20191209,2019-12-09,9,12,2019,Monday,December,f
20240920,2024-09-20,20,9,2024,Friday,September,f
20190115,2019-01-15,15,1,2019,Tuesday,January,f
20100112,2010-01-12,12,1,2010,Tuesday,January,f
20140314,2014-03-14,14,3,2014,Friday,March,f
20170713,2017-07-13,13,7,2017,Thursday,July,f
20131010,2013-10-10,10,10,2013,Thursday,October,f
20240429,2024-04-29,29,4,2024,Monday,April,f
20200826,2020-08-26,26,8,2020,Wednesday,August,f
20211013,2021-10-13,13,10,2021,Wednesday,October,f
20180218,2018-02-18,18,2,2018,Sunday,February,t
20230829,2023-08-29,29,8,2023,Tuesday,August,f
20200418,2020-04-18,18,4,2020,Saturday,April,t
20220420,2022-04-20,20,4,2022,Wednesday,April,f
20131205,2013-12-05,5,12,2013,Thursday,December,f
20200122,2020-01-22,22,1,2020,Wednesday,January,f
20230114,2023-01-14,14,1,2023,Saturday,January,t
20210522,2021-05-22,22,5,2021,Saturday,May,t
20130103,2013-01-03,3,1,2013,Thursday,January,f
20220215,2022-02-15,15,2,2022,Tuesday,February,f
20131118,2013-11-18,18,11,2013,Monday,November,f
20101114,2010-11-14,14,11,2010,Sunday,November,t
20180718,2018-07-18,18,7,2018,Wednesday,July,f
20220812,2022-08-12,12,8,2022,Friday,August,f
20160311,2016-03-11,11,3,2016,Friday,March,f
20141128,2014-11-28,28,11,2014,Friday,November,f
20100720,2010-07-20,20,7,2010,Tuesday,July,f
20171022,2017-10-22,22,10,2017,Sunday,October,t
20210830,2021-08-30,30,8,2021,Monday,August,f
20190805,2019-08-05,5,8,2019,Monday,August,f
20191212,2019-12-12,12,12,2019,Thursday,December,f
20181103,2018-11-03,3,11,2018,Saturday,November,t
20160625,2016-06-25,25,6,2016,Saturday,June,t
20190127,2019-01-27,27,1,2019,Sunday,January,t
20110831,2011-08-31,31,8,2011,Wednesday,August,f
20120123,2012-01-23,23,1,2012,Monday,January,f
20241105,2024-11-05,5,11,2024,Tuesday,November,f
20190507,2019-05-07,7,5,2019,Tuesday,May,f
20101113,2010-11-13,13,11,2010,Saturday,November,t
20240813,2024-08-13,13,8,2024,Tuesday,August,f
20150301,2015-03-01,1,3,2015,Sunday,March,t
20110116,2011-01-16,16,1,2011,Sunday,January,t
20150320,2015-03-20,20,3,2015,Friday,March,f
20210703,2021-07-03,3,7,2021,Saturday,July,t
20161208,2016-12-08,8,12,2016,Thursday,December,f
20170928,2017-09-28,28,9,2017,Thursday,September,f
20230704,2023-07-04,4,7,2023,Tuesday,July,f
20230905,2023-09-05,5,9,2023,Tuesday,September,f
20150727,2015-07-27,27,7,2015,Monday,July,f
20221121,2022-11-21,21,11,2022,Monday,November,f
20111104,2011-11-04,4,11,2011,Friday,November,f
20131110,2013-11-10,10,11,2013,Sunday,November,t
20170208,2017-02-08,8,2,2017,Wednesday,February,f
20140215,2014-02-15,15,2,2014,Saturday,February,t
20180108,2018-01-08,8,1,2018,Monday,January,f
20130624,2013-06-24,24,6,2013,Monday,June,f
20100713,2010-07-13,13,7,2010,Tuesday,July,f
20190814,2019-08-14,14,8,2019,Wednesday,August,f
20191031,2019-10-31,31,10,2019,Thursday,October,f
20120312,2012-03-12,12,3,2012,Monday,March,f
20200307,2020-03-07,7,3,2020,Saturday,March,t
20110919,2011-09-19,19,9,2011,Monday,September,f
20170316,2017-03-16,16,3,2017,Thursday,March,f
20110721,2011-07-21,21,7,2011,Thursday,July,f
20110322,2011-03-22,22,3,2011,Tuesday,March,f
20120227,2012-02-27,27,2,2012,Monday,February,f
20100528,2010-05-28,28,5,2010,Friday,May,f
20190707,2019-07-07,7,7,2019,Sunday,July,t
20161129,2016-11-29,29,11,2016,Tuesday,November,f
20130706,2013-07-06,6,7,2013,Saturday,July,t
20140614,2014-06-14,14,6,2014,Saturday,June,t
20210209,2021-02-09,9,2,2021,Tuesday,February,f
20190613,2019-06-13,13,6,2019,Thursday,June,f
20220209,2022-02-09,9,2,2022,Wednesday,February,f
20160503,2016-05-03,3,5,2016,Tuesday,May,f
20100612,2010-06-12,12,6,2010,Saturday,June,t
20141203,2014-12-03,3,12,2014,Wednesday,December,f
20241123,2024-11-23,23,11,2024,Saturday,November,t
20240928,2024-09-28,28,9,2024,Saturday,September,t
20121216,2012-12-16,16,12,2012,Sunday,December,t
20220721,2022-07-21,21,7,2022,Thursday,July,f
20110714,2011-07-14,14,7,2011,Thursday,July,f
20240620,2024-06-20,20,6,2024,Thursday,June,f
20200525,2020-05-25,25,5,2020,Monday,May,f
20100303,2010-03-03,3,3,2010,Wednesday,March,f
20230423,2023-04-23,23,4,2023,Sunday,April,t
20150410,2015-04-10,10,4,2015,Friday,April,f
20240414,2024-04-14,14,4,2024,Sunday,April,t
20140626,2014-06-26,26,6,2014,Thursday,June,f
20111117,2011-11-17,17,11,2011,Thursday,November,f
20200605,2020-06-05,5,6,2020,Friday,June,f
20180129,2018-01-29,29,1,2018,Monday,January,f
20150125,2015-01-25,25,1,2015,Sunday,January,t
20230303,2023-03-03,3,3,2023,Friday,March,f
20160716,2016-07-16,16,7,2016,Saturday,July,t
20100210,2010-02-10,10,2,2010,Wednesday,February,f
20141002,2014-10-02,2,10,2014,Thursday,October,f
20140716,2014-07-16,16,7,2014,Wednesday,July,f
20170628,2017-06-28,28,6,2017,Wednesday,June,f
20140810,2014-08-10,10,8,2014,Sunday,August,t
20170819,2017-08-19,19,8,2017,Saturday,August,t
20181120,2018-11-20,20,11,2018,Tuesday,November,f
20210518,2021-05-18,18,5,2021,Tuesday,May,f
20240322,2024-03-22,22,3,2024,Friday,March,f
20230715,2023-07-15,15,7,2023,Saturday,July,t
20231201,2023-12-01,1,12,2023,Friday,December,f
20170821,2017-08-21,21,8,2017,Monday,August,f
20211225,2021-12-25,25,12,2021,Saturday,December,t
20230515,2023-05-15,15,5,2023,Monday,May,f
20200315,2020-03-15,15,3,2020,Sunday,March,t
20160719,2016-07-19,19,7,2016,Tuesday,July,f
20130704,2013-07-04,4,7,2013,Thursday,July,f
20180730,2018-07-30,30,7,2018,Monday,July,f
20200211,2020-02-11,11,2,2020,Tuesday,February,f
20181031,2018-10-31,31,10,2018,Wednesday,October,f
20151214,2015-12-14,14,12,2015,Monday,December,f
20191113,2019-11-13,13,11,2019,Wednesday,November,f
20140730,2014-07-30,30,7,2014,Wednesday,July,f
20220308,2022-03-08,8,3,2022,Tuesday,March,f
20160619,2016-06-19,19,6,2016,Sunday,June,t
20120201,2012-02-01,1,2,2012,Wednesday,February,f
20221203,2022-12-03,3,12,2022,Saturday,December,t
20200304,2020-03-04,4,3,2020,Wednesday,March,f
20161012,2016-10-12,12,10,2016,Wednesday,October,f
20120604,2012-06-04,4,6,2012,Monday,June,f
20120318,2012-03-18,18,3,2012,Sunday,March,t
20120802,2012-08-02,2,8,2012,Thursday,August,f
20240321,2024-03-21,21,3,2024,Thursday,March,f
20150325,2015-03-25,25,3,2015,Wednesday,March,f
20170923,2017-09-23,23,9,2017,Saturday,September,t
20131127,2013-11-27,27,11,2013,Wednesday,November,f
20160401,2016-04-01,1,4,2016,Friday,April,f
20160811,2016-08-11,11,8,2016,Thursday,August,f
20180122,2018-01-22,22,1,2018,Monday,January,f
20200403,2020-04-03,3,4,2020,Friday,April,f
20100904,2010-09-04,4,9,2010,Saturday,September,t
20110307,2011-03-07,7,3,2011,Monday,March,f
20210728,2021-07-28,28,7,2021,Wednesday,July,f
20210225,2021-02-25,25,2,2021,Thursday,February,f
20160116,2016-01-16,16,1,2016,Saturday,January,t
20210618,2021-06-18,18,6,2021,Friday,June,f
20130126,2013-01-26,26,1,2013,Saturday,January,t
20211018,2021-10-18,18,10,2021,Monday,October,f
20160821,2016-08-21,21,8,2016,Sunday,August,t
20110516,2011-05-16,16,5,2011,Monday,May,f
20140317,2014-03-17,17,3,2014,Monday,March,f
20210213,2021-02-13,13,2,2021,Saturday,February,t
20180810,2018-08-10,10,8,2018,Friday,August,f
20160102,2016-01-02,2,1,2016,Saturday,January,t
20230410,2023-04-10,10,4,2023,Monday,April,f
20111231,2011-12-31,31,12,2011,Saturday,December,t
20170619,2017-06-19,19,6,2017,Monday,June,f
20230526,2023-05-26,26,5,2023,Friday,May,f
20100822,2010-08-22,22,8,2010,Sunday,August,t
20190117,2019-01-17,17,1,2019,Thursday,January,f
20130204,2013-02-04,4,2,2013,Monday,February,f
20131220,2013-12-20,20,12,2013,Friday,December,f
20130803,2013-08-03,3,8,2013,Saturday,August,t
20210815,2021-08-15,15,8,2021,Sunday,August,t
