weather_fact_key,date_key,time_key,weather_key,temperature_2m,dewpoint_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,windspeed_10m
14934,20240618,400,13198,16.5,14.2,15.1,0,0,0,0,18.6
14935,20241128,400,13818,3.4,3.4,0.4,0.1,0.1,0,0.01,10
14936,20230126,400,11651,-0.1,-1.9,-3,0,0,0,0.03,3.4
14937,20240619,400,3361,18,16,19,0,0,0,0,6.9
14938,20230827,400,15147,18.9,17.8,21.1,0,0,0,0,4.7
14939,20221013,400,8423,9.6,4.4,7.5,0,0,0,0,5.1
14940,20230826,400,10778,20.6,16.3,22,0,0,0,0,5.1
14941,20240620,400,8804,16.3,12.9,15.7,0,0,0,0,9.8
14942,20240621,400,4744,16.2,13.3,16.5,0,0,0,0,5.4
14943,20230825,400,20142,22,16.1,23.1,0,0,0,0,6.5
14944,20230510,400,6103,9.5,3.1,5.3,0,0,0,0,17.7
14945,20240622,400,18840,18.3,17.3,20,0,0,0,0,6
14946,20230127,400,4048,-2.2,-4.5,-5.9,0,0,0,0.03,6.5
14947,20221012,400,15807,10.3,4.7,7.5,0,0,0,0,10
14948,20240623,400,16205,14.5,10.5,13.2,0,0,0,0,10
14949,20230824,400,10521,17.8,14.1,18.3,0,0,0,0,5.8
14950,20240624,400,674,15.3,12,14.2,0,0,0,0,11.7
14951,20240625,400,5247,15.9,11.2,14.3,0,0,0,0,13.8
14952,20230823,400,4522,21,19.3,23.6,0,0,0,0,6.7
14953,20220817,400,17737,19.8,14.9,20.5,0,0,0,0,5.9
14954,20221011,400,19485,8.6,7.4,7.3,0,0,0,0,4.1
14955,20230822,400,16070,22.1,19.6,24.5,0,0,0,0,8.1
14956,20241129,400,2739,5.4,2.3,0.7,0,0,0,0,20.3
14957,20240626,400,4863,18.5,14.7,18.5,0,0,0,0,10.8
14958,20240627,400,24313,17.5,16.7,19.1,0,0,0,0,4.7
14959,20230128,400,4300,-1.1,-6.3,-6.2,0,0,0,0.03,15.2
14960,20240628,400,6461,17.6,17.3,19.2,0,0,0,0,6.8
14961,20230821,400,4377,20,17.3,22.1,0,0,0,0,3.7
14962,20230509,400,21586,4.1,0.6,0.8,0,0,0,0,8.6
14963,20221010,400,18459,8.5,6.5,5.8,0,0,0,0,12.2
14964,20240629,400,16799,17.8,16.5,19.2,0,0,0,0,6.1
14965,20230820,400,7770,19.5,16.9,21.1,0,0,0,0,5.9
14966,20240630,400,16633,24.2,18.9,24.2,0,0,0,0,22.3
14967,20230819,400,12107,18.1,16.7,19.7,0,0,0,0,4.7
14968,20240701,400,24349,18.3,15.7,18.6,0,0,0,0,11.2
14969,20241130,400,23119,4,1.2,0.7,0,0,0,0,9.4
14970,20230129,400,9317,-3.6,-6.9,-8,0,0,0,0.03,9.3
14971,20241210,400,15085,1.7,1.1,-1.7,0.3,0.3,0,0.03,9.9
14972,20221009,400,3155,9.5,6.5,6.3,0,0,0,0,15.7
14973,20240702,400,18045,16,10.9,13.4,0,0,0,0,19.5
14974,20230818,400,6249,16.9,16.2,18.3,0,0,0,0,5.4
14975,20230315,400,16123,2,-2.8,-3.4,0,0,0,0,19.7
14976,20240703,400,24437,13.4,10,12.3,0,0,0,0,7.6
14977,20240704,400,2508,13.8,13.4,14.5,0,0,0,0,2.7
14978,20230817,400,5098,18.4,16.9,20.7,0,0,0,0,1.1
14979,20230306,400,10017,-1.5,-4.4,-5.2,0,0,0,0,6.9
14980,20221008,400,20566,10.9,10.5,10,0,0,0,0,7
14981,20240705,400,10342,12.9,11.8,12.6,0,0,0,0,5.9
14982,20230130,400,8971,-6.3,-7.9,-10.2,0,0,0,0.03,5.9
14983,20241201,400,13842,-1.8,-2.5,-5,0,0,0,0,5
14984,20230816,400,7473,18.8,17,20.3,0,0,0,0,6.4
14985,20240706,400,20144,15,11.9,14.5,0,0,0,0,7.4
14986,20220808,400,23701,17.2,9.6,15,0.4,0.4,0,0,14.3
14987,20230815,400,24081,17.9,14.2,18.1,0,0,0,0,8
14988,20221007,400,21902,11,9,9.4,0,0,0,0,9.5
14989,20240707,400,20678,19,14.6,18.2,0,0,0,0,15.8
14990,20230814,400,24780,18.8,15.1,19.4,0,0,0,0,7.6
14991,20240708,400,2742,16.5,15.9,17.4,0,0,0,0,7.7
14992,20240709,400,9255,18.1,16.9,19.5,0,0,0,0,7.1
14993,20220816,400,1145,18.1,16.8,19.5,0,0,0,0,6.9
14994,20230131,400,9365,1.9,-2.1,-4.3,0,0,0,0.03,25.9
14995,20221006,400,19095,7.7,7.2,5.6,0,0,0,0,9.2
14996,20230813,400,15591,18.4,13,18.9,0,0,0,0,2.8
14997,20240710,400,3695,23.1,18.9,25.2,0,0,0,0,8.4
14998,20240711,400,21182,18.9,17.6,20.1,0,0,0,0,10.5
14999,20230812,400,5374,12.8,10.7,11.7,0,0,0,0,8.6
15000,20230508,400,1651,5,1.2,1,0,0,0,0,14.4
15001,20240712,400,3400,20.8,17.7,22.5,0,0,0,0,7.2
15002,20230811,400,22656,10.4,8.1,9,0,0,0,0,6.1
15003,20230312,400,19817,-4.3,-6.5,-8.2,0,0,0,0,6.5
15004,20221005,400,18478,5.5,4.7,3,0,0,0,0,7.9
15005,20240713,400,1129,18.3,17.8,20.2,0,0,0,0,5.9
15006,20240714,400,20317,18.5,16,18.7,0,0,0,0,12.6
15007,20241202,400,24617,-0.4,-0.9,-3.3,0,0,0,0,4.5
15008,20230201,400,1036,3.3,-0.5,-2.5,0,0,0,0.03,24.6
15009,20240715,400,8030,20.7,18.4,22.9,0,0,0,0,5.6
15010,20230810,400,11280,10.7,9.9,9.7,0,0,0,0,6.8
15011,20221004,400,8302,11.4,8.3,9.3,0,0,0,0,11.1
15012,20230809,400,8586,13.7,10.3,13.3,0,0,0,0,3.5
15013,20241203,400,2268,0.2,-0.1,-3.4,0,0,0,0,10.3
15014,20240716,400,492,21.5,17,23.1,0,0,0,0,6.1
15015,20240717,400,7381,20.4,16.7,21.2,0,0,0,0,10.6
15016,20230808,400,21422,10.1,8.2,8.6,0,0,0,0,7
15017,20240718,400,5705,17.3,13.2,16.7,0,0,0,0,11.3
15018,20230507,400,23891,8.4,7.7,6.9,0,0,0,0,6.1
15019,20230202,400,17742,2,-2.2,-3.7,0,0,0,0.02,22.6
15020,20221003,400,9038,9.7,7.5,6.5,0,0,0,0,17.7
15021,20240719,400,9436,20.2,13.3,18.8,0,0,0,0,17
15022,20230807,400,25145,13.6,9.9,11.4,0,0,0,0,15
15023,20240720,400,699,18.9,12.9,18.9,0,0,0,0,6.3
15024,20240721,400,11434,17.6,14,17.7,0,0,0,0,8
15025,20230806,400,12641,14.6,12.9,11.8,1.9,1.9,0,0,25.3
15026,20241224,400,18563,2.4,-0.2,-2.1,0,0,0,0.01,15.9
15027,20221002,400,10849,9.9,7.9,7.5,0,0,0,0,13.1
15028,20230805,400,6333,17.2,15.2,16.4,0.4,0.4,0,0,17.5
15029,20241204,400,4719,0.9,0.8,-1.3,0,0,0,0.01,1.5
15030,20240722,400,17043,18.4,14.4,18.7,0,0,0,0,7.5
15031,20230203,400,1185,-0.3,-1.5,-3.4,0,0,0,0.01,5.2
15032,20240723,400,10667,19.5,17.1,20.6,0,0,0,0,9.4
15033,20230804,400,18121,16,15,17,0,0,0,0,4.5
15034,20220815,400,16574,18,17.2,19.7,0,0,0,0,6.5
15035,20221001,400,8030,11.1,10.1,10.6,0,0,0,0,4
15036,20240724,400,6155,18.8,14.2,18.6,0.1,0.1,0,0,10.7
15037,20230803,400,14124,18.3,16.9,18.9,1.4,1.4,0,0,12.5
15038,20230323,400,16352,5.5,4.4,3.1,0,0,0,0,7.3
15039,20240725,400,11233,15.6,13,14.8,0,0,0,0,11.9
15040,20230802,400,16395,13,11.7,12.6,0,0,0,0,6.3
15041,20240726,400,12225,14.1,11.6,13.8,0,0,0,0,5.2
15042,20230204,400,1729,3.5,1.3,-3.8,0.3,0.3,0,0.01,37.2
15043,20220813,400,7524,17.1,13.9,17.2,0,0,0,0,8.3
15044,20230414,400,17042,6.8,5.4,4.5,2.7,2.7,0,0,7.6
15045,20220930,400,9583,10.3,8.5,8.9,0.4,0.4,0,0,6.5
15046,20240727,400,2033,18.7,10,17.8,0,0,0,0,6
15047,20230801,400,1961,17.1,12.8,17.3,0,0,0,0,4.5
15048,20230307,400,11026,-3,-4.7,-7.1,0,0,0,0,9.2
15049,20240728,400,5340,23.2,14.9,24.1,0,0,0,0,5
15050,20240729,400,6131,15.1,10.2,13.9,0,0,0,0,9.2
15051,20230731,400,2150,15.2,12,14.1,0,0,0,0,11.5
15052,20220929,400,2869,9.2,7.4,7.8,0.1,0.1,0,0,5.5
15053,20240730,400,22998,13.6,9.5,12.4,0,0,0,0,7.9
15054,20240731,400,17668,15.4,10.6,14.9,0,0,0,0,4.7
15055,20230205,400,829,-3.9,-7.9,-9.4,0,0,0,0.01,16.6
15056,20230730,400,7491,16.7,14.9,17.5,0,0,0,0,5.5
15057,20230506,400,3755,11.1,6.5,9.3,0,0,0,0,6.4
15058,20240801,400,18872,21.4,13,21.8,0.1,0.1,0,0,4
15059,20230729,400,7491,17.5,15.5,18.7,0,0,0,0,4.3
15060,20220928,400,7458,5.1,4.1,2.6,0,0,0,0,7.5
15061,20240802,400,6026,19.5,17.5,21.9,0.6,0.6,0,0,1.8
15062,20230728,400,21960,16.1,14,16.3,0,0,0,0,7.1
15063,20230324,400,17009,10.5,7.8,9.2,0.1,0.1,0,0,4.9
15064,20240803,400,3570,16.3,12.6,14.7,0,0,0,0,16.9
15065,20240804,400,16963,15.3,13.3,16.1,0,0,0,0,2.3
15066,20230206,400,16550,-5.3,-9.1,-9,0,0,0,0.01,3.4
15067,20241230,400,9358,-2.2,-4.3,-5.7,0,0,0,0,5.8
15068,20230727,400,21230,11,7.7,9.2,0,0,0,0,8.7
15069,20220927,400,14447,8.7,8.1,7.5,0,0,0,0,4.7
15070,20240805,400,9203,17.1,14.7,17.7,0,0,0,0,7
15071,20230726,400,939,15.8,12.2,15.1,0,0,0,0,9.2
15072,20240806,400,19665,12.2,9.6,10.8,0,0,0,0,8.7
15073,20240807,400,13580,13.8,11.4,13.4,0,0,0,0,6.2
15074,20230725,400,16878,18.6,13.9,19.3,0,0,0,0,3.6
15075,20230505,400,22640,5.4,3.3,2.5,0,0,0,0,9.2
15076,20241225,400,2003,1.2,-0.8,-2.9,0,0,0,0,12.6
15077,20220926,400,2073,11.4,11.2,11.5,0,0,0,0,1.9
15078,20240808,400,19034,18,17.1,19.8,0,0,0,0,4.9
15079,20230207,400,13862,-6.8,-9.8,-10.9,0,0,0,0.01,5.4
15080,20240809,400,24624,16.2,14.9,16.4,0,0,0,0,10
15081,20230724,400,15698,17.7,11.6,17.4,0,0,0,0,5.1
15082,20230322,400,7417,8.5,5.8,7.3,0,0,0,0,1.1
15083,20230723,400,18335,16,9.6,15,0,0,0,0,6
15084,20230325,400,11101,10,7.3,8,0,0,0,0,9
15085,20220925,400,21969,11.1,9.9,10.4,0.8,0.8,0,0,4.9
15086,20240810,400,5356,17.5,14.2,18.1,0,0,0,0,5.5
15087,20230722,400,943,15,13.3,14.8,0,0,0,0,9
15088,20240811,400,6227,18,15.1,18.4,0,0,0,0,9
15089,20240812,400,5118,19.3,14.2,19.4,0,0,0,0,8.9
15090,20230208,400,19529,-4.6,-6.9,-8.7,0,0,0,0.01,7.7
15091,20220924,400,11501,6,2.9,3.4,0,0,0,0,6.9
15092,20240813,400,15899,21.2,12.5,20.6,0,0,0,0,9.5
15093,20230721,400,10816,15,9.8,14,0,0,0,0,6.2
15094,20230504,400,2957,5.7,1.3,2.4,0,0,0,0,9.7
15095,20240814,400,6509,21.4,10,19.7,0,0,0,0,12
15096,20230720,400,18865,18.3,11.2,16.7,0,0,0,0,13
15097,20230415,400,21628,4.3,2.8,0.5,0.1,0.1,0,0,14.6
15098,20240815,400,21724,21.9,16.1,22.9,0,0,0,0,7.9
15099,20230719,400,18166,16.2,11.8,16,0,0,0,0,5.4
15100,20230326,400,20244,4.3,1.3,1.2,0,0,0,0,8.2
15101,20220923,400,11767,3.9,2.7,1.4,0,0,0,0,5.4
15102,20240816,400,15417,19.9,17.9,21.8,0,0,0,0,6.2
15103,20230209,400,15389,-5,-7.4,-9.3,0,0,0,0.01,8.2
15104,20240817,400,10771,20.5,18.5,22.9,0,0,0,0,5.6
15105,20240818,400,3356,20.4,19.4,23,0.1,0.1,0,0,6.5
15106,20230718,400,12177,18.9,9.3,17.1,0,0,0,0,11.4
15107,20230327,400,21868,5.2,4.3,2.6,0,0,0,0,8.2
15108,20220922,400,5696,7.9,5.8,5.4,0,0,0,0,10.1
15109,20240819,400,16493,17.8,17.6,19.9,0,0,0,0,3.9
15110,20230717,400,15255,22,13.4,21.1,0,0,0,0,13
15111,20240820,400,18855,17.2,14.9,17.4,0,0,0,0,9.5
15112,20230716,400,4527,23.1,18.1,23.9,0,0,0,0,14.8
15113,20240821,400,14425,18.8,17,20.6,0,0,0,0,4.7
15114,20230210,400,13624,-4.8,-7.4,-8.6,0,0,0,0.01,5.6
15115,20230321,400,6238,5.9,4.7,3.6,0.1,0.1,0,0,7.4
15116,20220921,400,701,6.3,4.9,3.2,0,0,0,0,13
15117,20240822,400,20931,14,9.9,12.8,0,0,0,0,7.6
15118,20230715,400,12174,17.7,13.2,17.5,0,0,0,0,8.4
15119,20240823,400,13942,13.5,9.5,12.9,0,0,0,0,3.7
15120,20240824,400,21871,16.1,14.5,16.7,0,0,0,0,6.6
15121,20230714,400,15706,15.2,13.8,15.7,0,0,0,0,4.6
15122,20230308,400,17811,0.3,-3.7,-3.5,0,0,0,0,8.1
15123,20241226,400,20539,-1.7,-3,-5.5,0,0,0,0,8.3
15124,20220920,400,13928,7.3,6,4.7,0,0,0,0,11
15125,20240825,400,17683,21.1,16,22,0,0,0,0,7.8
15126,20230211,400,23587,-4,-5.6,-8.1,0,0,0,0.01,8.6
15127,20241209,400,8030,1.6,-0.7,-2.5,0,0,0,0.04,12.8
15128,20230713,400,14903,19.8,16.6,21.4,0,0,0,0,4.7
15129,20241206,400,6533,-1.3,-2.7,-5.7,0,0,0,0,13
15130,20240826,400,5997,17.8,13.8,17,0,0,0,0,13.7
15131,20230712,400,16119,20.6,14.3,21,0.1,0.1,0,0,7.1
15132,20220919,400,6460,8.4,6,5.5,0.2,0.2,0,0,12.7
15133,20240827,400,3780,17.4,13,16.5,0,0,0,0,12.8
15134,20230711,400,23300,19.1,16.3,19.4,0,0,0,0,13
15135,20230503,400,20621,9.8,8.4,7.7,0,0,0,0,11.4
15136,20240828,400,2345,19.9,17.3,20.7,0,0,0,0,12.7
15137,20240829,400,7751,19.9,18,22,0,0,0,0,5.8
15138,20230212,400,14128,4.4,2.5,1.2,0,0,0,0,10
15139,20230328,400,10956,-0.2,-4.9,-6,0,0,0,0,21.3
15140,20230710,400,18658,17.7,11.6,17.4,0,0,0,0,5
15141,20220918,400,8776,7.5,4.4,4.5,0,0,0,0,11.2
15142,20240830,400,3418,19.1,15.7,20.3,0,0,0,0,5.1
15143,20230709,400,9976,15,10.5,14.2,0,0,0,0,6.5
15144,20230329,400,14958,-3.6,-6.6,-6.7,0,0,0,0,1.3
15145,20240831,400,20803,19.9,15.1,20.5,0,0,0,0,7.6
15146,20240901,400,4110,18.6,15.9,19.2,0,0,0,0,9.8
15147,20230708,400,12543,14.4,9.8,13.3,0,0,0,0,7.1
15148,20220917,400,13944,8.4,7,6.4,0,0,0,0,8.7
15149,20240902,400,17409,19.9,16.5,20.5,0,0,0,0,11.3
15150,20230502,400,7858,7.8,6.6,5.7,0,0,0,0,8.6
15151,20230213,400,18860,1.8,0.9,-1.2,0,0,0,0,6.6
15152,20240903,400,4081,19.5,14.4,19.7,0,0,0,0,8.4
15153,20230707,400,9496,12.9,10,11.9,0,0,0,0,7
15154,20230421,400,10277,8.1,5,5.4,0,0,0,0,10.5
15155,20240904,400,19221,19.1,12.7,18.9,0,0,0,0,7.3
15156,20230706,400,91,16.5,13,16.7,0,0,0,0,5.7
15157,20220916,400,9176,10.1,9,8.8,0,0,0,0,7
15158,20240905,400,13757,21.5,10.8,20.7,0,0,0,0,7.2
15159,20230705,400,3865,16.5,11.5,16.1,0,0,0,0,5.5
15160,20230330,400,23197,0.5,-0.8,-2.7,0,0,0,0,6.6
15161,20240906,400,11374,18.9,7.7,16.5,0,0,0,0,12.3
15162,20240907,400,19665,18.2,11.7,17.8,0,0,0,0,6.5
15163,20230214,400,4806,2.6,1.4,-0.5,0,0,0,0,8.4
15164,20241231,400,11312,-4.7,-5,-8,0,0,0,0,3.7
15165,20220915,400,12297,16.8,16,17.4,0,0,0,0,10
15166,20230704,400,5340,15.3,9.6,14.3,0,0,0,0,6
15167,20240908,400,14340,21.4,14.4,20.8,0,0,0,0,13.8
15168,20240909,400,15639,21.3,18.1,20.6,0.2,0.2,0,0,25.3
15169,20230703,400,11110,13.2,9.1,12.1,0,0,0,0,6.3
15170,20230501,400,9046,5.5,0.6,1.8,0,0,0,0,11.5
15171,20240910,400,13199,13.9,12.2,13.5,0,0,0,0,7.2
15172,20230702,400,25014,17.6,12.3,17.1,0,0,0,0,8.1
15173,20230313,400,17139,2.7,2.1,0.1,0,0,0,0,5.5
15174,20220914,400,2604,14.1,12.1,13.9,0,0,0,0,5.9
15175,20230215,400,15810,-3.6,-4.2,-7.3,0,0,0,0,6.7
15176,20240911,400,24490,11,10.3,10.3,0,0,0,0,5
15177,20240912,400,10120,13.5,10.9,12.3,0.1,0.1,0,0,10.4
15178,20230701,400,16315,17.5,15.8,18.1,0,0,0,0,10
15179,20230320,400,23705,3.7,2.5,0.9,0,0,0,0,8
15180,20220807,400,11885,15.6,8.6,13.5,0,0,0,0,12.2
15181,20220913,400,22647,9.1,8.4,8,0,0,0,0,5.1
15182,20230630,400,363,13.8,10.5,13.1,0,0,0,0,6.1
15183,20230331,400,955,3.8,2.9,0.6,0,0,0,0,10.8
15184,20240913,400,15496,7.6,5.8,3.1,1.1,1.1,0,0,23.5
15185,20240914,400,8447,11,9.1,6.9,1.7,1.7,0,0,27
15186,20230629,400,18733,14,9.7,12.7,0,0,0,0,8.9
15187,20240915,400,10777,11.2,8.7,4.7,2,2,0,0,42.2
15188,20230216,400,22542,-1.6,-1.9,-4.2,0,0,0,0,1.3
15189,20230401,400,21726,5.1,3,2.3,0.2,0.2,0,0,8.2
15190,20220912,400,11193,14,11.5,12.7,0,0,0,0,11.7
15191,20240916,400,8389,11.4,9.4,7.9,0.3,0.3,0,0,23.4
15192,20230628,400,17305,13.1,8.2,11.5,0,0,0,0,7.5
15193,20230416,400,7740,4.3,4.3,2.6,0.1,0.1,0,0,1.9
15194,20240917,400,24780,13.6,12.8,14.2,0,0,0,0,2
15195,20230627,400,10994,18.3,15.4,17.7,0,0,0,0,16.6
15196,20230309,400,20822,6.6,5,3.6,0,0,0,0,12.2
15197,20240918,400,13044,15.1,11,13.2,0,0,0,0,15.3
15198,20220911,400,6125,11.9,10.9,11.3,0,0,0,0,6.1
15199,20240919,400,1670,13.6,9.4,12,0,0,0,0,9.6
15200,20230217,400,14958,-1.1,-2.3,-4.1,0,0,0,0,4.1
15201,20241208,400,15322,1.9,1.7,-1.8,0.4,0.4,0,0.04,13
15202,20230626,400,5669,15,12.4,14.7,0,0,0,0,6.6
15203,20240920,400,6236,12.8,9.4,11.5,0,0,0,0,8.1
15204,20240921,400,17050,10.2,7,8.3,0,0,0,0,8.1
15205,20230625,400,17915,14.7,12.3,13.8,0,0,0,0,11
15206,20220910,400,11215,12.5,11.9,12.3,0,0,0,0,5.4
15207,20230624,400,2268,17.1,13.1,16.4,0,0,0,0,11.7
15208,20240922,400,18800,10.9,7.4,9,0,0,0,0,8
15209,20240923,400,11215,11.6,6.8,9.6,0,0,0,0,8.1
15210,20240924,400,11965,14.3,10.1,12.9,0,0,0,0,10
15211,20230430,400,22517,8.5,6.8,5.6,0,0,0,0,14.2
15212,20230218,400,21266,10.6,7,7.2,0,0,0,0,18.3
15213,20241205,400,2650,-0.5,-2.1,-3.9,0,0,0,0,6.5
15214,20230623,400,15262,20.7,18.9,23.6,0,0,0,0,3.1
15215,20230402,400,2107,5.6,4.5,3.2,0,0,0,0,7
15216,20220909,400,2761,12.5,11.3,11.8,0,0,0,0,7.6
15217,20240925,400,25132,9.7,9.7,8.7,0,0,0,0,6.5
15218,20230622,400,4168,17.9,17.2,19.8,0,0,0,0,4.6
15219,20240926,400,6702,13.7,12.9,12.9,0,0,0,0,11.3
15220,20230621,400,24632,20.3,15.9,21.4,0,0,0,0,6.6
15221,20240927,400,7798,14.8,12.4,14.1,0.1,0.1,0,0,9.6
15222,20220908,400,8317,16.4,14.9,16.7,0,0,0,0,9
15223,20240928,400,18121,12,8.3,10.3,0,0,0,0,9
15224,20230219,400,7858,6.9,5.1,4.3,0,0,0,0,9.5
15225,20240929,400,10358,7.5,4.9,3.8,0,0,0,0,16.5
15226,20230620,400,2218,18.3,12.7,18.7,0,0,0,0,3.1
15227,20230429,400,11215,9.4,8.2,8.1,0,0,0,0,5.6
15228,20241227,400,21331,-2.3,-4.9,-5.8,0,0,0,0,5.4
15229,20230619,400,1393,13.9,11.8,13.2,0,0,0,0,8.6
15230,20220907,400,11628,14.4,12,14,0,0,0,0,7
15231,20240930,400,1732,5.8,3.6,3,0,0,0,0,8.7
15232,20230618,400,5029,11.7,10.6,10.8,0,0,0,0,7.4
15233,20230319,400,15645,2.4,0.4,-0.8,0,0,0,0,7.8
15234,20241001,400,10742,7.7,3.8,5.4,0,0,0,0,5.8
15235,20241002,400,8117,11.2,6.3,7.7,0.1,0.1,0,0,17.8
15236,20230220,400,1163,1,-1.4,-1.9,0,0,0,0,4.3
15237,20220906,400,5498,15.2,9.8,13.9,0,0,0,0,8.6
15238,20230617,400,11253,12.1,10.4,11,0,0,0,0,8.4
15239,20230403,400,13028,2.1,-2.5,-3,0,0,0,0,17.9
15240,20241003,400,3697,8.9,8.3,7.5,0,0,0,0,6.7
15241,20241004,400,5267,9.5,7.1,7.1,0.1,0.1,0,0,11
15242,20230616,400,8471,11.4,9,10,0,0,0,0,7.8
15243,20241005,400,4898,9.9,8.3,7.5,0.1,0.1,0,0,13
15244,20230615,400,21524,8.9,8.3,7.6,0,0,0,0,5.9
15245,20230428,400,12617,4,-0.4,0.9,0,0,0,0,5.9
15246,20220905,400,3847,12.7,12.2,12.3,0,0,0,0,7.4
15247,20241006,400,2536,8.7,7.1,6.5,0,0,0,0,10.3
15248,20230420,400,20931,4.8,2.9,2,0,0,0,0,8.1
15249,20230221,400,4315,6.4,2,2.7,0,0,0,0,13
15250,20241007,400,10426,4.5,4.3,2.2,0,0,0,0,6.4
15251,20241008,400,16198,10.2,9.5,8.8,0,0,0,0,9.1
15252,20230614,400,22162,12.7,7,10,0.1,0.1,0,0,13
15253,20220904,400,11177,15.3,14.6,16.3,0.2,0.2,0,0,3.7
15254,20230613,400,21871,9,5.5,6.7,0,0,0,0,8
15255,20230404,400,2261,-1.7,-7.2,-6.6,0,0,0,0,13
15256,20241009,400,22130,15.2,14.2,15,0.6,0.6,0,0,10.6
15257,20241010,400,1425,12.1,11,11.1,0,0,0,0,8.9
15258,20230612,400,22956,13.3,9.7,11.4,0,0,0,0,12.6
15259,20241011,400,8997,10,8.7,8.4,0,0,0,0,8.5
15260,20230222,400,12985,4.6,3.2,1.9,0,0,0,0,7.5
15261,20220903,400,7761,11,6.4,8.8,0,0,0,0,9
15262,20241012,400,4365,5,3.9,2.6,0,0,0,0,6.2
15263,20230611,400,15529,15.4,12.4,13.7,0,0,0,0,16.6
15264,20241013,400,15158,9.7,7.6,7.5,0,0,0,0,10.8
15265,20230610,400,17413,15.9,14.7,16.1,0,0,0,0,9.7
15266,20230310,400,19721,2.2,1,-0.9,0,0,0,0,7.9
15267,20241014,400,14649,6.3,2.5,3,0,0,0,0,10.9
15268,20220902,400,23819,12.1,6.8,9.3,0,0,0,0,13.2
15269,20241015,400,8010,8.2,7.4,6.5,0,0,0,0,7.2
15270,20230223,400,1719,5.3,1.6,2.2,0,0,0,0,8.6
15271,20241207,400,8772,1.4,0.6,-1.2,0,0,0,0.05,3.7
15272,20230609,400,5439,14.3,13.6,14.5,0,0,0,0,6.4
15273,20230318,400,23271,2.3,-6.1,-2.5,0,0,0,0,13
15274,20241016,400,10254,4.7,3.5,1.6,0,0,0,0,10.9
15275,20241228,400,8183,-0.7,-4.9,-4.6,0,0,0,0,7.8
15276,20230608,400,15349,15.1,14,15.7,1.2,1.2,0,0,5
15277,20230405,400,12623,-2.5,-7.9,-7.1,0,0,0,0,10.3
15278,20220901,400,20721,15.2,9.8,13.5,0,0,0,0,11.7
15279,20241017,400,3954,8.1,3.5,3.7,0,0,0,0,19.3
15280,20230607,400,3755,14.7,13.8,15,0,0,0,0,6.8
15281,20241018,400,4793,9.9,3.9,6,0,0,0,0,17.2
15282,20241019,400,14998,9.2,2.4,5.8,0,0,0,0,11.6
15283,20230224,400,14174,6.5,5.9,4.9,0.1,0.1,0,0,4
15284,20230606,400,21979,15.2,13.3,14.3,0.2,0.2,0,0,13.2
15285,20230427,400,6342,0.4,-2.5,-3.2,0,0,0,0,7.5
15286,20220831,400,21266,16.7,12.5,16,0,0,0,0,10.2
15287,20241020,400,6746,6.2,4.6,3.5,0,0,0,0,9.3
15288,20230605,400,9519,13.1,11.4,12.8,0,0,0,0,5.5
15289,20241021,400,3497,6.2,4.3,3.7,0,0,0,0,7.6
15290,20241022,400,8318,6.8,4.7,4.4,0,0,0,0,8.2
15291,20230604,400,7654,10.7,3.6,8.1,0,0,0,0,7.6
15292,20230406,400,21438,-2.6,-4.3,-6.5,0,0,0,0,8
15293,20220830,400,24320,13.8,12.2,13.6,0,0,0,0,5.8
15294,20241023,400,20619,10.7,9.7,9.8,0,0,0,0,5.3
15295,20230225,400,24716,4,1.8,0.2,0.2,0.2,0,0,13.3
15296,20241024,400,17734,8.7,5.8,6,0,0,0,0,11.3
15297,20230603,400,17352,9.8,5,6.9,0,0,0,0,11.5
15298,20230407,400,15560,2.4,-2,-1.1,0.2,0,0.14,0,7
15299,20241025,400,22863,9,6.8,6.4,0,0,0,0,11.8
15300,20230602,400,3408,12.3,7.4,10.6,0,0,0,0,7
15301,20220829,400,16973,16.1,15,16.4,0,0,0,0,9.6
15302,20241026,400,19591,12.2,9,10.6,0,0,0,0,9.6
15303,20230601,400,10521,9.5,7.1,8,0,0,0,0,5.7
15304,20230426,400,21230,3.2,-1.3,-0.5,0,0,0,0,9.8
15305,20241027,400,2268,12.4,10.1,11.5,0,0,0,0,6
15306,20241028,400,10226,8.9,8.2,7.3,0,0,0,0,7.3
15307,20230314,400,9486,4.4,2,1.5,0,0,0,0,7.6
15308,20230226,400,2604,-1.1,-3.7,-5.3,0,0,0,0,10.8
15309,20220828,400,14903,18.6,18.1,21,0,0,0,0,3.6
15310,20241029,400,2567,7,6.7,5.4,0,0,0,0,5.4
15311,20230531,400,13237,12.7,4.4,9.6,0,0,0,0,12.1
15312,20241030,400,9639,9.2,9,8.1,0,0,0,0,5.6
15313,20230530,400,2860,13.4,7.2,11.2,0,0,0,0,10.5
15314,20231224,400,4520,3.6,0.7,0.5,0.1,0.1,0,0.09,7.6
15315,20231223,400,5224,2.3,-1.6,-3.6,0.2,0.1,0.07,0.02,24.2
15316,20221215,400,7691,-1.9,-2.4,-4.8,0,0,0,0.06,3.3
15317,20231225,400,25145,10.1,6.7,6,0,0,0,0.01,22.6
15318,20231222,400,7194,3.1,-1.1,-2.1,0,0,0,0.01,20
15319,20241031,400,20590,10,8.9,8.4,0,0,0,0,9.2
15320,20231226,400,7789,7.8,6.2,5.4,0,0,0,0,9.9
