weather_fact_key,date_key,time_key,weather_key,temperature_2m,dewpoint_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,windspeed_10m
31408,20230318,900,14034,5.4,-3.4,0.6,0,0,0,0,15.1
31409,20240622,900,8816,21.6,15.3,21.6,0,0,0,0,12.8
31410,20230226,900,20810,1.1,-5.4,-4.6,0,0,0,0,19.5
31411,20230531,900,2500,19.9,6.4,17.2,0,0,0,0,15.3
31412,20240911,900,9517,17.1,11.6,16.3,0,0,0,0,8.7
31413,20230404,900,8923,1.9,-8,-4.5,0,0,0,0,22.6
31414,20230601,900,24839,21.7,7.9,21.5,0,0,0,0,1.9
31415,20240705,900,1820,20.2,10.8,18.3,0.2,0.2,0,0,14.7
31416,20240318,900,5234,5,-1.5,1.7,0,0,0,0,6.5
31417,20230602,900,13204,21.4,9.6,20.8,0,0,0,0,6.6
31418,20240307,900,8188,4.4,-0.1,-0.9,0,0,0,0,21.9
31419,20230225,900,9969,4.5,-1,-1.8,0,0,0,0,27.6
31420,20230603,900,2463,15.8,1.5,11.6,0,0,0,0,19
31421,20230403,900,13995,4.1,-4.9,-2,0,0,0,0,23.2
31422,20230604,900,2201,16,5.1,13.3,0,0,0,0,9.8
31423,20240418,900,18824,8.6,-1.4,4.4,0,0,0,0,13
31424,20221119,900,10950,-1.8,-7.8,-5.6,0,0,0,0.01,4.8
31425,20230605,900,8302,17.6,11.5,16.5,0,0,0,0,10.3
31426,20240621,900,10917,25.5,19.5,27.7,0,0,0,0,11.3
31427,20230224,900,16854,6.2,5.6,4.8,0,0,0,0,2.3
31428,20230606,900,21979,18.1,13.9,17.6,0.1,0.1,0,0,12.6
31429,20230316,900,2957,3,-2.6,-1,0,0,0,0,10.3
31430,20230313,900,23927,7.5,4.8,4.9,0,0,0,0,9
31431,20230402,900,6460,9.1,6.3,6.5,0.2,0.2,0,0,11.3
31432,20241205,900,6216,0.2,-1,-2.6,0,0,0,0,3.8
31433,20230607,900,21794,18.3,15.1,18.9,0,0,0,0,7.6
31434,20230319,900,24780,7.1,1.5,3.9,0,0,0,0,9.4
31435,20240620,900,5374,20,12.4,19.1,0,0,0,0,12.6
31436,20230608,900,521,18.9,16.3,19.4,0.2,0.2,0,0,11.9
31437,20221104,900,14631,10.1,8.8,7.3,0.1,0.1,0,0,16.9
31438,20221117,900,989,4.8,2.5,1.6,0,0,0,0,10.4
31439,20220926,900,24779,13.6,10.6,12.3,0,0,0,0,10.3
31440,20230223,900,16896,6.8,2.6,3.6,0,0,0,0,10.4
31441,20240306,900,7770,6.3,2,3,0,0,0,0,10.5
31442,20230609,900,18539,19.6,15.5,20.6,0,0,0,0,5.8
31443,20230401,900,3519,11.2,5,6.3,0,0,0,0,25.1
31444,20221013,900,22949,12.1,7.8,10.5,0,0,0,0,7
31445,20230312,900,21794,1.2,-5.1,-2.1,0,0,0,0,3.4
31446,20230610,900,11874,20.6,15,19.8,0,0,0,0,16.7
31447,20240319,900,538,3.4,-3.3,-0.7,0,0,0,0,10.2
31448,20240811,900,9496,27.4,15.3,28.7,0,0,0,0,3.4
31449,20230611,900,16896,19.2,12.9,16.1,0,0,0,0,27.7
31450,20230222,900,14520,7.5,5.3,5.7,0,0,0,0,4.1
31451,20230612,900,20249,18.2,6.7,14,0,0,0,0,23.3
31452,20240915,900,19077,11.5,9.1,5.7,2.4,2.4,0,0,37.9
31453,20240706,900,18865,25.4,15.1,24.4,0,0,0,0,20.2
31454,20241208,900,16493,2.1,1,-1.6,0,0,0,0.04,11.4
31455,20230613,900,670,17.8,5.1,15.5,0,0,0,0,11.1
31456,20240619,900,15202,24.7,18.7,27.2,0,0,0,0,7.2
31457,20230331,900,11902,9.6,7.1,7.9,0,0,0,0,6.3
31458,20230614,900,3755,17.2,8.1,15.4,0,0,0,0,11.3
31459,20230221,900,16384,9.8,4.1,5.4,0,0,0,0,20.9
31460,20230615,900,13835,18.8,9.7,18.7,0,0,0,0,3.3
31461,20230330,900,7858,7,2.6,3.9,0,0,0,0,9.7
31462,20230422,900,13942,15.2,5.9,13.1,0,0,0,0,7.2
31463,20240305,900,19034,7.8,5.1,5.8,0,0,0,0,5.1
31464,20230616,900,21433,20.8,9.4,19.6,0,0,0,0,10
31465,20240314,900,160,8.8,4.6,7.1,0,0,0,0,3
31466,20230220,900,18476,6.7,3.1,3.2,0,0,0,0,13
31467,20230617,900,24119,20.2,10.2,18.5,0,0,0,0,13.2
31468,20221103,900,4711,8.5,6.2,6.6,0,0,0,0,7
31469,20230320,900,23144,11.3,6.4,9.6,0,0,0,0,5.9
31470,20230618,900,364,21.4,11.8,22.1,0,0,0,0,1.9
31471,20240618,900,10624,22.8,17.6,25.3,0,0,0,0,4.3
31472,20240320,900,171,4.6,-1.1,1.9,0,0,0,0,2.6
31473,20230619,900,12679,24.4,12.4,24.8,0,0,0,0,3.9
31474,20230410,900,10788,9.1,4.9,6.9,0,0,0,0,6.2
31475,20230329,900,21579,2.5,-3.9,-1,0,0,0,0,6.1
31476,20230219,900,8911,9.4,5.8,5.3,0.1,0.1,0,0,20.5
31477,20230620,900,7524,26.8,13.2,26.3,0,0,0,0,11.4
31478,20241221,900,19387,0.8,-2.1,-3,0,0,0,0,9.9
31479,20230621,900,12130,27.2,18.2,29.8,0,0,0,0,3.3
31480,20221007,900,17213,15.5,11.5,14.6,0,0,0,0,9.2
31481,20240617,900,22361,21.6,15.5,22.8,0,0,0,0,6.8
31482,20230622,900,1081,26.8,16.8,27.9,0,0,0,0,10.9
31483,20230218,900,14301,10.6,6.6,7.5,0,0,0,0,15.5
31484,20230623,900,15242,24.7,18.4,25.8,0,0,0,0,13.7
31485,20240304,900,4071,8.5,4.4,5.9,0,0,0,0,8.2
31486,20221014,900,1079,11.2,8.8,10.8,0.1,0.1,0,0,0.5
31487,20230328,900,10753,3.3,-7.3,-4,0.1,0,0.07,0,29.6
31488,20240910,900,10200,18.3,11.8,16.1,0,0,0,0,19.2
31489,20240812,900,3415,26.1,12.8,25.6,0,0,0,0,10
31490,20230624,900,8478,18.9,12.6,16.1,0,0,0,0,24.7
31491,20241219,900,8317,1.7,1.5,-1.3,0,0,0,0,7.9
31492,20240707,900,11798,21.6,14.3,21.8,0,0,0,0,8.5
31493,20230625,900,1518,23.2,11.9,22.8,0,0,0,0,9.7
31494,20221114,900,20992,5.8,5.1,2.8,0,0,0,0,12.5
31495,20221120,900,11215,-0.6,-5,-3.6,0,0,0,0.01,1.5
31496,20230327,900,3519,8,2.7,3,0,0,0,0,22.9
31497,20230217,900,19591,2.4,-0.7,-0.7,0,0,0,0,5.6
31498,20230321,900,7422,10.4,6.4,8.5,0,0,0,0,6.6
31499,20230626,900,9201,24.1,11.4,24.7,0,0,0,0,1.3
31500,20240616,900,24310,19.6,13.2,19.5,0,0,0,0,8.7
31501,20230627,900,1719,20.7,12.1,18.7,0,0,0,0,18.6
31502,20240421,900,16113,6.4,-1.8,2.1,0.1,0.1,0,0,13.2
31503,20240321,900,4179,7.6,3.7,5.8,0,0,0,0,2.3
31504,20220912,900,18199,17.2,11.9,16.1,0,0,0,0,11.8
31505,20230628,900,23302,19.4,8.3,16.9,0,0,0,0,16.1
31506,20230326,900,17577,10.7,2.1,6,0,0,0,0,19.8
31507,20230216,900,20526,-0,-1.3,-2.6,0,0,0,0,2.1
31508,20230629,900,23711,21.9,10.2,20.8,0,0,0,0,10
31509,20230420,900,13832,10.5,6.1,6.7,0,0,0,0,19.5
31510,20230303,900,12177,4.3,-0.7,1.5,0,0,0,0,3.7
31511,20240805,900,15158,19.1,14.1,19,0,0,0,0,10.1
31512,20230630,900,3263,23.3,13.7,23.5,0,0,0,0,8.8
31513,20240615,900,17884,20.5,13.2,18.8,0,0,0,0,21.1
31514,20230701,900,25103,22.4,15.9,23.2,0,0,0,0,8.7
31515,20230325,900,17090,11.6,5.2,8,0,0,0,0,16.4
31516,20230215,900,3838,0.2,-0.9,-2.4,0,0,0,0,2.5
31517,20240303,900,25108,8.8,6.3,4.1,0,0,0,0,25.7
31518,20230702,900,3052,22.8,13.3,21.1,0,0,0,0,18.4
31519,20240630,900,4039,29.6,19.1,29.6,0,0,0,0,25.1
31520,20220924,900,14475,10.9,4.9,8.6,0,0,0,0,7.4
31521,20230423,900,10024,14.3,7.3,12.1,0,0,0,0,10.2
31522,20230703,900,18881,23.5,9.4,21.9,0,0,0,0,12.8
31523,20240728,900,19028,27.6,16.8,27,0,0,0,0,20.2
31524,20220914,900,10120,15.7,13.4,16.2,0.1,0.1,0,0,3.8
31525,20230324,900,5483,14.4,9,13,0,0,0,0,7.8
31526,20230214,900,24781,4,1.8,-0.1,0,0,0,0,15.5
31527,20230704,900,18587,23.9,9.6,22.9,0,0,0,0,6.4
31528,20230322,900,17962,10.7,6.9,9.4,0,0,0,0,3.3
31529,20240419,900,909,8.7,0.8,4.9,0,0,0,0,12.6
31530,20230705,900,18153,25.6,14.7,24.7,0,0,0,0,18.6
31531,20240614,900,14661,16.9,9.4,16,0,0,0,0,7.2
31532,20240916,900,6934,13.2,11.2,10.3,0.6,0.6,0,0,22.7
31533,20230706,900,17646,20.7,12.1,21,0,0,0,0,2.7
31534,20221015,900,23442,12.6,11.8,10.7,0.5,0.5,0,0,16.9
31535,20230213,900,220,4,1.8,1.2,0,0,0,0,7
31536,20241209,900,9766,2.7,0.3,-1.2,0,0,0,0.04,12.3
31537,20230707,900,3116,23.9,9.4,23,0,0,0,0,7.4
31538,20240322,900,12617,10.2,5.6,7.1,0,0,0,0,13.8
31539,20230323,900,20171,10.2,6.5,8.4,0,0,0,0,6.1
31540,20240708,900,5905,23.2,16.3,24.6,0.1,0.1,0,0,6.3
31541,20240813,900,12546,28.6,12.3,28,0,0,0,0,8.8
31542,20230708,900,24944,24.5,9.5,23.6,0,0,0,0,8.4
31543,20240302,900,10545,8.8,7.6,7,0,0,0,0,8.1
31544,20230709,900,20639,27.1,12.5,27.9,0,0,0,0,2.9
31545,20240613,900,21794,16,8.1,14.6,0,0,0,0,6.2
31546,20230212,900,18094,4.3,2.5,1.2,0.1,0.1,0,0,9.1
31547,20230710,900,8582,28,13.4,28.6,0,0,0,0,3.8
31548,20241204,900,8263,1.5,1.3,-0.8,0,0,0,0.01,2.3
31549,20220815,900,1203,26.2,16.2,27,0,0,0,0,9.3
31550,20230711,900,13109,25.3,14.6,25.8,0,0,0,0,6.5
31551,20230409,900,12767,7.7,4.2,5.1,0,0,0,0.01,8.4
31552,20230712,900,5439,22.5,19,24.2,0,0,0,0,11.6
31553,20240417,900,25123,8.9,0.6,4,0,0,0,0,19.9
31554,20230211,900,24880,-0.3,-4.9,-3.9,0,0,0,0.01,5.7
31555,20230713,900,15158,24,16.3,24.6,0,0,0,0,10.9
31556,20241224,900,22609,2.5,-0.2,-2.2,0,0,0,0.01,17.3
31557,20230417,900,901,13.7,7.5,10.8,0,0,0,0,15.2
31558,20241203,900,9519,0.7,0.4,-2.4,0,0,0,0,7.3
31559,20240301,900,9978,10.4,6.7,8.3,0,0,0,0,8.5
31560,20230714,900,21837,24,13.2,24.8,0,0,0,0,2.9
31561,20240612,900,17395,13.1,9.6,11.9,0.4,0.4,0,0,7.9
31562,20221121,900,25108,3,1.5,-0.5,0,0,0,0.01,10.8
31563,20230715,900,8471,25.5,16.5,26.3,0,0,0,0,11.6
31564,20240323,900,20179,11.2,7.7,9.4,0,0,0,0,8.2
31565,20230210,900,22774,-2.3,-7,-5.5,0,0,0,0.01,1.5
31566,20230716,900,3246,28,18.5,30.8,0,0,0,0,2.7
31567,20241202,900,18478,0.6,0.3,-2.1,0,0,0,0,4.1
31568,20230508,900,16486,10.7,3,6.8,0,0,0,0,17.7
31569,20230717,900,1040,25.4,17.9,26.9,0,0,0,0,9.4
31570,20240611,900,23866,18.8,10.5,16.4,0,0,0,0,17.4
31571,20230718,900,18800,24.4,10.1,23.6,0,0,0,0,7.9
31572,20230209,900,4701,-2.8,-8.1,-7.5,0,0,0,0.01,10.6
31573,20241201,900,5728,0.7,-0.1,-2.3,0,0,0,0,5.5
31574,20221016,900,4719,13.3,11.9,12,0,0,0,0,12.8
31575,20230719,900,9975,25.8,13.6,25.7,0,0,0,0,9.1
31576,20230412,900,291,8.4,2.5,6.5,0,0,0,0,1.4
31577,20220816,900,16614,25.1,16.5,26.5,0,0,0,0,5.8
31578,20240709,900,11721,26.6,17.7,28.4,0,0,0,0,8
31579,20230720,900,5101,23.2,11.7,21.5,0,0,0,0,14.8
31580,20230424,900,2509,12.3,9.6,11.5,0.1,0.1,0,0,4.8
31581,20240814,900,7086,28.7,14.2,28.3,0,0,0,0,12
31582,20230208,900,16648,-2,-6.7,-6.4,0,0,0,0.01,9.3
31583,20230721,900,20678,22.9,10.8,22,0,0,0,0,8.1
31584,20240229,900,12177,8.6,5.9,6.3,0,0,0,0,8.7
31585,20241130,900,18760,4.7,1.9,1.5,0,0,0,0,9.4
31586,20220813,900,18083,23.8,14,23.4,0,0,0,0,11.2
31587,20230722,900,16570,21,11,19.8,0,0,0,0,12
31588,20221113,900,7041,6.2,6,3.6,0,0,0,0,10.7
31589,20230723,900,18474,23.9,12.7,23.5,0,0,0,0,9.2
31590,20240909,900,25095,19.1,17.6,18,1,1,0,0,25.8
31591,20240610,900,15635,20.3,15.7,21.4,0,0,0,0,5.8
31592,20230207,900,1893,-4.1,-11,-8.2,0,0,0,0.01,5.5
31593,20230724,900,23876,27.1,12.1,27.3,0,0,0,0,3.4
31594,20240422,900,2928,5,-1.4,1.1,0,0,0,0,11.2
31595,20240324,900,4247,6,-0.4,1.8,0,0,0,0,13.7
31596,20241129,900,18741,5.4,2.5,1.2,0,0,0,0,17.1
31597,20230725,900,21628,21.6,14.6,22.5,0.4,0.4,0,0,4.3
31598,20230726,900,8117,15.4,11.7,12.8,0.4,0.4,0,0,21.6
31599,20240804,900,8389,19.7,14.3,20.4,0.1,0.1,0,0,4.8
31600,20221006,900,23158,12.7,10.6,12.7,0,0,0,0,0.8
31601,20230206,900,16550,-3.8,-10.4,-8.3,0,0,0,0.01,8
31602,20230727,900,9184,18.1,10.4,17.7,0,0,0,0,5.2
31603,20230517,900,9601,8.7,6.1,4.5,0.4,0.4,0,0,21.9
31604,20240609,900,1673,20.4,14.7,20.6,0,0,0,0,8.8
31605,20241128,900,17395,4.1,3.6,1.2,0.2,0.2,0,0,9.6
31606,20220817,900,4627,28.5,15.8,30.2,0,0,0,0,2.3
31607,20240312,900,6738,8.2,6.2,3.8,1.3,1.3,0,0,23.7
31608,20230728,900,13033,18.2,15.1,18.7,0.1,0.1,0,0,8.3
31609,20240228,900,13832,9.6,8.7,8.4,0,0,0,0,5.8
31610,20230729,900,23896,22.4,16.7,23.9,0,0,0,0,5.8
31611,20240917,900,3460,17,12.7,16.5,0.1,0.1,0,0,8.9
31612,20230205,900,14905,-1.8,-8.1,-7.4,0,0,0,0.01,16.9
31613,20230730,900,11549,20.8,16,21.7,0.8,0.8,0,0,8
31614,20230513,900,2656,11.1,8.5,9.1,0.1,0.1,0,0,11.1
31615,20241127,900,7839,2,2,-0.5,0,0,0,0.01,4.7
31616,20241210,900,5688,2,-0,-1.9,0,0,0,0.03,12
31617,20230731,900,9042,21.4,10.1,20.1,0,0,0,0,10.1
31618,20230311,900,6674,2.7,-4.6,-5.4,0,0,0,0,36.8
31619,20240710,900,16382,31.3,18.7,32,0,0,0,0,18.6
31620,20220917,900,2073,11.9,7.2,8.6,0,0,0,0,18.1
31621,20230801,900,5230,18.3,16.8,19,1.1,1.1,0,0,11.9
31622,20240608,900,12174,21.8,13.9,22.5,0,0,0,0,6.6
31623,20241223,900,3431,1.4,-1.3,-2.8,0,0,0,0.01,12.5
31624,20221017,900,19360,14.6,10.3,13.1,0,0,0,0,10.4
31625,20230204,900,24991,-0.1,-5.1,-7,0,0,0,0.01,28.4
31626,20230507,900,5234,14.3,8.4,12.4,0,0,0,0,10.1
31627,20230802,900,3431,19.4,13.6,19.2,0,0,0,0,9.7
31628,20241126,900,15672,3.7,2.1,1.7,0,0,0,0.01,1.3
31629,20240325,900,2000,7.3,0.3,1.7,0.1,0.1,0,0,24.1
31630,20230803,900,24142,19.4,16.9,20.1,0.2,0.2,0,0,12
31631,20220923,900,8110,11.8,6.5,10.5,0,0,0,0,2.5
31632,20240702,900,10228,18.9,8.8,15.4,0,0,0,0,23.4
31633,20230804,900,19962,20.2,16,21.4,0,0,0,0,5.5
31634,20240227,900,3184,8.6,5.2,6.5,0,0,0,0,6.5
31635,20230203,900,2826,0.9,0.4,-2.8,0.6,0.1,0.35,0.03,11
31636,20230805,900,9921,19.4,16,19.1,0.1,0.1,0,0,16.2
31637,20241125,900,838,2.5,-0.3,-1.3,0,0,0,0.02,10.8
31638,20221122,900,16140,2.7,2.1,-2,0,0,0,0.01,19.6
31639,20230806,900,13252,14.8,12.7,12.4,2.5,2.5,0,0,22.5
31640,20240607,900,8948,21.2,14.5,21.5,0,0,0,0,7.7
31641,20220818,900,17638,29.1,15.1,29.3,0,0,0,0,10.5
31642,20240901,900,24550,24.2,16.7,24.3,0,0,0,0,15.2
31643,20230202,900,19144,3.7,-1.7,-2,0,0,0,0.02,23.1
31644,20220927,900,12303,12.7,10.3,11.4,0,0,0,0,10.1
31645,20230807,900,10089,14.1,11.3,12,0.2,0.2,0,0,16.8
31646,20230425,900,17909,12.1,5.3,9.5,0,0,0,0,9.9
31647,20230808,900,21794,16.1,10.3,14.3,0,0,0,0,12.7
31648,20240815,900,15463,28.1,16.4,29.7,0,0,0,0,4.1
31649,20230809,900,12119,15,12.8,14.6,1,1,0,0,8.4
31650,20240729,900,1514,22.7,9.7,20.8,0,0,0,0,12.9
31651,20241124,900,6983,1.2,-2,-2.2,0,0,0,0.03,6.8
31652,20230201,900,14475,3.8,-0.7,-0.9,0,0,0,0.02,16.8
31653,20230810,900,7952,17.6,11.6,18.1,0,0,0,0,0
31654,20240606,900,5293,21.8,13.9,23,0,0,0,0,2.5
31655,20240226,900,13471,7.3,5.7,2.5,0,0,0,0,25.6
31656,20230811,900,16061,18.8,12.5,19,0,0,0,0,3.8
31657,20240711,900,3987,24.5,18.7,26.1,0,0,0,0,11.2
31658,20240326,900,1913,8.2,0.8,2.5,0,0,0,0,25.7
31659,20230812,900,17420,21.2,14.7,21.9,0,0,0,0,6.1
31660,20241123,900,5705,0.6,-7.7,-5.1,0,0,0,0.03,17.9
31661,20241230,900,3631,-1.4,-3.6,-5.1,0,0,0,0,7.3
31662,20230131,900,14034,2.6,-2,-2.9,0,0,0,0.03,21.6
31663,20230813,900,18660,21.8,16.3,23.1,0,0,0,0,6.1
31664,20221018,900,8080,13.3,8.1,11.3,0,0,0,0,10.7
31665,20240830,900,16078,26.8,16.1,28.2,0,0,0,0,4.8
31666,20220819,900,5683,26.9,16,27.7,0,0,0,0,8.4
31667,20230814,900,1518,24.1,16.2,24.2,0,0,0,0,14.4
31668,20220911,900,13580,16.7,11.6,15.2,0,0,0,0,13.8
31669,20241122,900,14991,0.9,-2.8,-4,0,0,0,0.02,16.1
31670,20230815,900,20270,25.8,17.3,26.5,0,0,0,0,13
31671,20230306,900,14698,1.4,-3,-2.1,0,0,0,0,6.1
31672,20240605,900,24535,18.5,14,19.1,0,0,0,0,7.6
31673,20230130,900,1719,0.4,-7,-4.5,0,0,0,0.03,13.2
31674,20230816,900,24697,24.4,19.8,27.5,0,0,0,0,5.1
31675,20230817,900,3776,24,18.4,26.6,0,0,0,0,3.8
31676,20240629,900,23143,27.5,17.6,29.5,0,0,0,0,6
31677,20240225,900,9402,5.4,3.5,2.5,0,0,0,0,9.5
31678,20221112,900,24292,7.7,4.4,5.4,0,0,0,0,6.1
31679,20230818,900,58,23.8,17.3,26.1,0,0,0,0,2.2
31680,20240918,900,7234,20.1,12.4,18.5,0,0,0,0,16.1
31681,20241121,900,518,0.8,-3.7,-3.7,0,0,0,0,13.3
31682,20230129,900,4738,-2.9,-8.4,-8,0,0,0,0.03,14.1
31683,20230819,900,1022,25.5,19.1,28.4,0,0,0,0,3.6
31684,20240604,900,21132,16.7,11.6,14.8,0,0,0,0,15.9
31685,20230820,900,13284,27.5,18.2,30.2,0,0,0,0,1.9
31686,20240816,900,2550,28.9,17.1,30.9,0,0,0,0,4
31687,20221123,900,21897,3.5,2.3,0.3,0.2,0.2,0,0.01,10.3
31688,20230821,900,17242,28.7,17.8,31,0,0,0,0,3.4
31689,20240327,900,11236,10.8,5.1,5.7,0,0,0,0,26.6
31690,20221005,900,9639,12,8,10.2,0,0,0,0,8.7
31691,20241206,900,18882,1.3,-1,-4,0.2,0,0.14,0.01,20.8
31692,20241120,900,14871,2.7,0,-2,0,0,0,0,17.4
31693,20230128,900,11889,-1.1,-6.5,-6.5,0,0,0,0.04,16.8
31694,20220820,900,7789,24,16.9,25.6,0,0,0,0,5.4
31695,20230822,900,5053,28.4,19.3,31,0,0,0,0,6.2
31696,20230823,900,11760,26.4,18.2,29,0,0,0,0,2.3
31697,20240712,900,363,25.4,20.5,27.7,0,0,0,0,12.4
31698,20240603,900,6532,20,14.9,20.5,0.1,0.1,0,0,8.2
31699,20230426,900,13378,8.7,-0.6,3.6,0,0,0,0,19.6
31700,20221116,900,4520,7.2,6.6,5.1,0.1,0.1,0,0,8.9
31701,20230127,900,9616,-0.4,-4.6,-4.8,0,0,0,0.03,11.6
31702,20241211,900,20112,0.5,-2.6,-3.3,0,0,0,0.03,9
31703,20230824,900,16078,26,12.6,26.5,0,0,0,0,2.2
31704,20240913,900,22336,8.5,6.3,4,2.9,2.9,0,0,24.6
31705,20241119,900,385,5,3.9,1.6,0.1,0.1,0,0,13.5
31706,20230825,900,23226,26.7,16.4,27.5,0,0,0,0,10.1
31707,20240224,900,449,5.4,3.2,3,0,0,0,0,5.7
31708,20221019,900,10618,14.4,10.4,13.1,0,0,0,0,9.8
31709,20240908,900,13884,26.1,14.2,24.3,0,0,0,0,21.9
31710,20230826,900,22729,25.1,16.8,26.4,0,0,0,0,7.5
31711,20230126,900,7669,0,-2.4,-3,0,0,0,0.03,3.6
31712,20230827,900,9398,21.8,17.8,23.1,0,0,0,0,10.5
31713,20240416,900,5521,8,0.4,3.3,0.1,0.1,0,0,18.1
31714,20241118,900,7139,4.3,2.5,0.5,0,0,0,0,14.7
31715,20230828,900,20515,18.6,14.7,17.8,0.2,0.2,0,0,16.3
31716,20240602,900,10994,18.8,14,18.5,0,0,0,0,10.5
31717,20230515,900,11902,12.6,10,12,0,0,0,0,4.7
31718,20240423,900,178,4.6,-1.1,0.6,0.1,0.1,0,0,11.8
31719,20241220,900,8317,4.3,0.1,-0.7,0,0,0,0,19.3
31720,20230829,900,9986,18.5,15.9,19.5,0,0,0,0,7.2
31721,20230125,900,5881,2.4,0.2,-1.5,0,0,0,0.03,12.7
31722,20230830,900,1961,15.9,11.8,14.2,0,0,0,0,15.4
31723,20240328,900,3507,9.6,5.9,6.1,0.1,0.1,0,0,17.2
31724,20241117,900,20104,0.5,-0.1,-2.1,0,0,0,0,2.7
31725,20220821,900,14565,19.3,16,18.5,0.4,0.4,0,0,19.9
31726,20230419,900,2814,8.7,6.7,6,0.8,0.8,0,0,13.2
31727,20230831,900,11530,18.2,13,18.3,0,0,0,0,5.5
31728,20240223,900,16517,6.6,6,4.6,0.3,0.3,0,0,7.3
31729,20230416,900,16896,9.6,5.3,8,0,0,0,0,3.4
31730,20240912,900,4006,11.4,9,7.8,2,2,0,0,22.8
31731,20230901,900,9458,17.2,12.5,17.1,0,0,0,0,6.4
31732,20240601,900,5444,16.5,13.9,16.4,0.1,0.1,0,0,8.9
31733,20230124,900,10682,2.4,0.6,-1.3,0,0,0,0.04,11.2
31734,20230902,900,20658,21,15.3,22.5,0,0,0,0,2
31735,20240803,900,12087,21.3,11.4,19.7,0,0,0,0,14.3
31736,20241116,900,1185,2.8,2.5,0.9,0,0,0,0,1.8
31737,20221011,900,5635,13.5,10.9,12.6,0,0,0,0,8
31738,20230903,900,8423,19.6,14.8,19.6,0,0,0,0,10.7
31739,20240817,900,12579,27.7,17.7,29.6,0,0,0,0,5.8
31740,20230904,900,10132,18.7,11.3,16.7,0,0,0,0,16.3
31741,20240919,900,8565,17.7,11.6,15.7,0,0,0,0,16.8
31742,20240713,900,15166,23,16.7,23.7,0,0,0,0,11.3
31743,20240315,900,3893,9,5.2,7.1,0,0,0,0,5
31744,20230123,900,1110,1.8,0.6,-3.4,0,0,0,0.05,21.9
31745,20241115,900,19478,6.7,4.7,4,0,0,0,0,9.9
31746,20230905,900,19708,19.2,11.9,18.8,0,0,0,0,6.9
31747,20240531,900,6702,19.1,14.4,19.4,0,0,0,0,8
31748,20230906,900,7234,21.4,12.9,21.4,0,0,0,0,6.5
31749,20230310,900,1614,8.1,4.9,5.9,0,0,0,0,6.4
31750,20230907,900,13061,21.9,12.8,21.6,0,0,0,0,8.3
31751,20241114,900,25042,3.4,1.3,0.9,0,0,0,0,3.6
31752,20230122,900,9734,0.1,-1.9,-4,1.7,0,1.19,0.04,11.7
31753,20240329,900,2475,9.5,5.3,6.8,0,0,0,0,10.7
31754,20230908,900,6842,22.2,13.9,22.3,0,0,0,0,7.4
31755,20240222,900,16539,5.1,2.2,2.2,0.1,0.1,0,0,7.7
31756,20220822,900,13755,15.9,14,14.4,1.1,1.1,0,0,18.8
31757,20221020,900,21242,8.7,3.7,5.7,0,0,0,0,10.9
31758,20230909,900,23856,23.1,13.1,22.9,0,0,0,0,8.5
31759,20230427,900,9259,9.3,-1.3,6.8,0,0,0,0,1.3
31760,20230121,900,9912,-0.8,-5.9,-6.4,0,0,0,0.03,18.8
31761,20230910,900,6399,22.7,13.8,23.3,0,0,0,0,4.1
31762,20221124,900,5472,3.5,1.6,0.8,0,0,0,0,6
31763,20241113,900,11263,2.4,-0.2,-0.4,0,0,0,0,4.3
31764,20230911,900,13155,23.1,14.5,23.8,0,0,0,0,5.5
31765,20240808,900,9294,23.6,17,25.4,0,0,0,0,4.3
31766,20230516,900,10024,17.2,10.2,17,0,0,0,0,3.8
31767,20240530,900,25061,20.5,11.8,21,0,0,0,0,2.9
31768,20220918,900,9148,8.4,5.9,4.4,1.8,1.8,0,0,20.6
31769,20230912,900,569,24,15.2,25,0,0,0,0,5.2
31770,20240907,900,10921,25.2,13,23.7,0,0,0,0,16.8
31771,20230120,900,2536,-2,-5.5,-6.4,0,0,0,0.01,11
31772,20220812,900,2354,22.3,10.2,19.6,0,0,0,0,18.8
31773,20230913,900,2847,23.7,17,25.1,0,0,0,0,7.3
31774,20221111,900,2576,6.3,4.6,4.4,0,0,0,0,4.1
31775,20221102,900,19591,9.8,9.2,9.5,0,0,0,0,0.7
31776,20241112,900,10154,1.5,-1.4,-1.9,0,0,0,0,7.7
31777,20230914,900,12822,20.7,15.4,20.2,0,0,0,0,15.5
31778,20240221,900,11889,6,3.4,3.7,0,0,0,0,5.6
31779,20230915,900,15959,19.1,12.3,18,0,0,0,0,12.2
31780,20240529,900,1023,17.7,11.6,17.5,0,0,0,0,5.1
31781,20230119,900,6520,0.4,-1.9,-4.7,0,0,0,0.01,18
31782,20230916,900,6399,20.5,12.1,19.1,0,0,0,0,14
31783,20240330,900,6810,14.9,9.1,13.2,0,0,0,0,9.9
31784,20241111,900,953,1,0.6,-1.5,0,0,0,0,3.3
31785,20220823,900,15158,18.4,16.3,19.4,0,0,0,0,8.1
31786,20220922,900,19901,12.4,7.8,10.8,0,0,0,0,6.8
31787,20241212,900,24351,1.2,-0.8,-2.2,0,0,0,0.03,7.4
31788,20230917,900,3045,20.5,14.7,19.9,0,0,0,0,14.3
31789,20240714,900,14240,22.7,17.4,24.3,0,0,0,0,6.8
31790,20240727,900,379,27.2,13.7,26.5,0,0,0,0,13.3
