traffic_fact_key,location_key,year,car_count,truck_count,total_vehicles
2005,17082,2012,5,14,19
2006,17082,2013,5,14,19
2007,17082,2014,5,14,19
2008,17082,2015,7,20,27
2009,17082,2016,7,20,27
2010,17082,2017,7,20,27
2011,17082,2018,7,20,27
2012,17082,2019,10,12,22
2013,17082,2020,11,12,23
2014,17082,2021,11,13,24
2015,17082,2022,11,13,24
2016,17082,2023,12,16,28
2017,11557,2010,6,9,15
2018,11557,2011,6,9,15
2019,11557,2012,6,9,15
2020,11557,2013,6,9,15
2021,11557,2014,6,9,15
2022,11557,2015,6,9,15
2023,11557,2016,6,9,15
2024,11557,2017,6,9,15
2025,11557,2018,6,9,15
2026,11557,2019,5,7,12
2027,11557,2020,5,7,12
2028,11557,2021,5,7,12
2029,11557,2022,5,7,12
2030,11557,2023,5,7,12
2031,6064,2010,1,14,15
2032,6064,2011,1,14,15
2033,6064,2012,1,14,15
2034,6064,2013,1,14,15
2035,6064,2014,1,14,15
2036,6064,2015,3,13,16
2037,6064,2016,3,13,16
2038,6064,2017,3,13,16
2039,6064,2018,3,13,16
2040,6064,2019,4,9,13
2041,6064,2020,4,9,13
2042,6064,2021,4,9,13
2043,6064,2022,4,9,13
2044,6064,2023,5,11,16
2045,15785,2010,2,15,17
2046,15785,2011,2,15,17
2047,15785,2012,2,15,17
2048,15785,2013,2,15,17
2049,15785,2014,2,15,17
2050,15785,2015,3,14,17
2051,15785,2016,2,14,16
2052,15785,2017,2,14,16
2053,15785,2018,3,12,15
2054,15785,2019,2,13,15
2055,15785,2020,2,13,15
2056,15785,2021,2,13,15
2057,15785,2022,2,13,15
2058,15785,2023,2,13,15
2059,16838,2010,7,11,18
2060,16838,2011,7,11,18
2061,16838,2012,7,11,18
2062,16838,2013,7,11,18
2063,16838,2014,7,11,18
2064,16838,2015,8,10,18
2065,16838,2016,8,10,18
2066,16838,2017,8,10,18
2067,16838,2018,8,10,18
2068,16838,2019,9,12,21
2069,16838,2020,9,12,21
2070,16838,2021,8,11,19
2071,16838,2022,8,11,19
2072,16838,2023,10,12,22
2073,3844,2010,7,10,17
2074,3844,2011,7,10,17
2075,3844,2012,7,10,17
2076,3844,2013,7,10,17
2077,3844,2014,7,10,17
2078,3844,2015,8,10,18
2079,3844,2016,8,10,18
2080,3844,2017,8,10,18
2081,3844,2018,8,10,18
2082,3844,2019,8,9,17
2083,3844,2020,8,9,17
2084,3844,2021,8,10,18
2085,3844,2022,8,10,18
2086,3844,2023,9,10,19
2087,4927,2010,19,12,31
2088,4927,2011,19,12,31
2089,4927,2012,19,12,31
2090,4927,2013,19,12,31
2091,4927,2014,19,12,31
2092,4927,2015,20,12,32
2093,4927,2016,20,12,32
2094,4927,2017,22,13,35
2095,4927,2018,21,13,34
2096,4927,2019,22,12,34
2097,4927,2020,22,12,34
2098,4927,2021,22,12,34
2099,4927,2022,22,12,34
2100,4927,2023,21,12,33
2101,9120,2010,9,11,20
2102,9120,2011,9,11,20
2103,9120,2012,10,11,21
2104,9120,2013,10,11,21
2105,9120,2014,9,11,20
2106,9120,2015,9,11,20
2107,9120,2016,9,11,20
2108,9120,2017,9,11,20
2109,9120,2018,9,11,20
2110,9120,2019,10,9,19
2111,9120,2020,10,9,19
2112,9120,2021,10,9,19
2113,9120,2022,10,9,19
2114,9120,2023,12,9,21
2115,13407,2010,7,12,19
2116,13407,2011,6,12,18
2117,13407,2012,6,12,18
2118,13407,2013,6,12,18
2119,13407,2014,6,12,18
2120,13407,2015,6,12,18
2121,13407,2016,7,11,18
2122,13407,2017,7,12,19
2123,13407,2018,7,10,17
2124,13407,2019,7,10,17
2125,13407,2020,7,10,17
2126,13407,2021,7,12,19
2127,13407,2022,7,12,19
2128,13407,2023,9,10,19
2129,3996,2010,42,11,53
2130,3996,2011,42,11,53
2131,3996,2012,41,11,52
2132,3996,2013,39,10,49
2133,3996,2014,39,11,50
2134,3996,2015,39,13,52
2135,3996,2016,39,13,52
2136,3996,2017,40,14,54
2137,3996,2018,41,13,54
2138,3996,2019,41,13,54
2139,3996,2020,41,10,51
2140,3996,2021,40,15,55
2141,3996,2022,40,17,57
2142,3996,2023,40,17,57
2143,13169,2010,33,10,43
2144,13169,2011,34,11,45
2145,13169,2012,38,10,48
2146,13169,2013,38,10,48
2147,13169,2014,42,8,50
2148,13169,2015,42,8,50
2149,13169,2016,42,8,50
2150,13169,2017,42,8,50
2151,13169,2018,43,9,52
2152,13169,2019,42,10,52
2153,13169,2020,47,10,57
2154,13169,2021,48,10,58
2155,13169,2022,52,11,63
2156,13169,2023,51,11,62
2157,19593,2010,23,11,34
2158,19593,2011,23,11,34
2159,19593,2012,23,11,34
2160,19593,2013,23,11,34
2161,19593,2014,23,11,34
2162,19593,2015,23,11,34
2163,19593,2016,23,11,34
2164,19593,2017,26,14,40
2165,19593,2018,26,14,40
2166,19593,2019,28,11,39
2167,19593,2020,28,11,39
2168,19593,2021,28,11,39
2169,19593,2022,28,11,39
2170,19593,2023,29,10,39
2171,12706,2010,27,10,37
2172,12706,2011,29,11,40
2173,12706,2012,29,11,40
2174,12706,2013,31,11,42
2175,12706,2014,33,10,43
2176,12706,2015,33,10,43
2177,12706,2016,33,10,43
2178,12706,2017,33,10,43
2179,12706,2018,33,10,43
2180,12706,2019,31,11,42
2181,12706,2020,34,11,45
2182,12706,2021,37,10,47
2183,12706,2022,40,11,51
2184,12706,2023,39,11,50
2185,14909,2010,11,12,23
2186,14909,2011,11,12,23
2187,14909,2012,11,12,23
2188,14909,2013,12,11,23
2189,14909,2014,12,11,23
2190,14909,2015,13,15,28
2191,14909,2016,13,15,28
2192,14909,2017,13,15,28
2193,14909,2018,13,15,28
2194,14909,2019,16,12,28
2195,14909,2020,17,12,29
2196,14909,2021,16,11,27
2197,14909,2022,17,10,27
2198,14909,2023,18,13,31
2199,1700,2010,18,10,28
2200,1700,2011,21,10,31
2201,1700,2012,21,10,31
2202,1700,2013,20,10,30
2203,1700,2014,20,10,30
2204,1700,2015,20,10,30
2205,1700,2016,20,10,30
2206,1700,2017,20,10,30
2207,1700,2018,20,10,30
2208,1700,2019,20,11,31
2209,1700,2020,20,11,31
2210,1700,2021,20,11,31
2211,1700,2022,21,11,32
2212,1700,2023,22,13,35
2213,1281,2010,7,17,24
2214,1281,2011,8,18,26
2215,1281,2012,8,18,26
2216,1281,2013,9,15,24
2217,1281,2014,9,15,24
2218,1281,2015,9,15,24
2219,1281,2016,9,14,23
2220,1281,2017,9,14,23
2221,1281,2018,9,14,23
2222,1281,2019,10,14,24
2223,1281,2020,10,14,24
2224,1281,2021,11,14,25
2225,1281,2022,11,14,25
2226,1281,2023,11,14,25
2227,21860,2010,13,12,25
2228,21860,2011,13,12,25
2229,21860,2012,13,12,25
2230,21860,2013,13,12,25
2231,21860,2014,13,12,25
2232,21860,2015,13,12,25
2233,21860,2016,13,13,26
2234,21860,2017,13,13,26
2235,21860,2018,13,13,26
2236,21860,2019,13,12,25
2237,21860,2020,13,12,25
2238,21860,2021,14,12,26
2239,21860,2022,14,12,26
2240,21860,2023,14,12,26
2241,17062,2010,18,11,29
2242,17062,2011,18,11,29
2243,17062,2012,18,11,29
2244,17062,2013,17,14,31
2245,17062,2014,17,14,31
2246,17062,2015,17,14,31
2247,17062,2016,18,13,31
2248,17062,2017,19,13,32
2249,17062,2018,20,17,37
2250,17062,2019,20,17,37
2251,17062,2020,19,17,36
2252,17062,2021,19,17,36
2253,17062,2022,19,17,36
2254,17062,2023,19,17,36
2255,2800,2010,16,12,28
2256,2800,2011,16,12,28
2257,2800,2012,15,12,27
2258,2800,2013,16,16,32
2259,2800,2014,16,16,32
2260,2800,2015,16,15,31
2261,2800,2016,17,14,31
2262,2800,2017,18,13,31
2263,2800,2018,16,21,37
2264,2800,2019,16,21,37
2265,2800,2020,15,20,35
2266,2800,2021,15,20,35
2267,2800,2022,15,20,35
2268,2800,2023,16,19,35
2269,18920,2010,13,8,21
2270,18920,2011,14,10,24
2271,18920,2012,13,10,23
2272,18920,2013,13,10,23
2273,18920,2014,13,11,24
2274,18920,2015,13,11,24
2275,18920,2016,13,11,24
2276,18920,2017,13,11,24
2277,18920,2018,15,9,24
2278,18920,2019,15,9,24
2279,18920,2020,15,9,24
2280,18920,2021,15,9,24
2281,18920,2022,15,9,24
2282,18920,2023,16,11,27
2283,16340,2010,12,8,20
2284,16340,2011,13,9,22
2285,16340,2012,11,11,22
2286,16340,2013,11,10,21
2287,16340,2014,11,11,22
2288,16340,2015,11,11,22
2289,16340,2016,11,11,22
2290,16340,2017,11,11,22
2291,16340,2018,13,9,22
2292,16340,2019,13,9,22
2293,16340,2020,13,9,22
2294,16340,2021,13,9,22
2295,16340,2022,13,9,22
2296,16340,2023,14,12,26
2297,20068,2010,5,7,12
2298,20068,2011,5,7,12
2299,20068,2012,5,7,12
2300,20068,2013,5,7,12
2301,20068,2014,5,7,12
2302,20068,2015,5,7,12
2303,20068,2016,4,9,13
2304,20068,2017,4,9,13
2305,20068,2018,4,9,13
2306,20068,2019,5,9,14
2307,20068,2020,5,9,14
2308,20068,2021,5,9,14
2309,20068,2022,5,9,14
2310,20068,2023,5,9,14
2311,19906,2010,3,4,7
2312,19906,2011,3,4,7
2313,19906,2012,3,4,7
2314,19906,2013,3,4,7
2315,19906,2014,3,4,7
2316,19906,2015,3,4,7
2317,19906,2016,3,4,7
2318,19906,2017,3,4,7
2319,19906,2018,3,4,7
2320,19906,2019,3,4,7
2321,19906,2020,3,4,7
2322,19906,2021,3,4,7
2323,19906,2022,3,4,7
2324,19906,2023,3,7,10
2325,17256,2010,3,6,9
2326,17256,2011,3,6,9
2327,17256,2012,3,6,9
2328,17256,2013,3,6,9
2329,17256,2014,3,6,9
2330,17256,2015,3,6,9
2331,17256,2016,3,6,9
2332,17256,2017,3,6,9
2333,17256,2018,3,6,9
2334,17256,2019,3,6,9
2335,17256,2020,3,6,9
2336,17256,2021,3,6,9
2337,17256,2022,3,6,9
2338,17256,2023,4,7,11
2339,13373,2010,9,10,19
2340,13373,2011,8,8,16
2341,13373,2012,9,10,19
2342,13373,2013,9,10,19
2343,13373,2014,9,10,19
2344,13373,2015,9,13,22
2345,13373,2016,9,13,22
2346,13373,2017,9,11,20
2347,13373,2018,9,10,19
2348,13373,2019,9,13,22
2349,13373,2020,9,13,22
2350,13373,2021,9,15,24
2351,13373,2022,9,15,24
2352,13373,2023,10,8,18
2353,1617,2010,6,10,16
2354,1617,2011,6,10,16
2355,1617,2012,6,10,16
2356,1617,2013,6,10,16
2357,1617,2014,6,10,16
2358,1617,2015,6,10,16
2359,1617,2016,6,10,16
2360,1617,2017,6,10,16
2361,1617,2018,6,10,16
2362,1617,2019,6,10,16
2363,1617,2020,5,10,15
2364,1617,2021,5,10,15
2365,1617,2022,6,12,18
2366,1617,2023,7,10,17
2367,6898,2010,20,12,32
2368,6898,2011,22,9,31
2369,6898,2012,22,9,31
2370,6898,2013,23,11,34
2371,6898,2014,23,11,34
2372,6898,2015,22,12,34
2373,6898,2016,22,12,34
2374,6898,2017,21,15,36
2375,6898,2018,21,15,36
2376,6898,2019,24,16,40
2377,6898,2020,26,15,41
2378,6898,2021,29,13,42
2379,6898,2022,30,12,42
2380,6898,2023,32,13,45
2381,17185,2010,13,15,28
2382,17185,2011,14,17,31
2383,17185,2012,14,17,31
2384,17185,2013,13,15,28
2385,17185,2014,13,15,28
2386,17185,2015,15,17,32
2387,17185,2016,15,17,32
2388,17185,2017,15,16,31
2389,17185,2018,15,16,31
2390,17185,2019,13,18,31
2391,17185,2020,13,18,31
2392,17185,2021,14,17,31
2393,17185,2022,15,16,31
2394,17185,2023,11,14,25
2395,2568,2010,48,24,72
2396,2568,2011,44,22,66
2397,2568,2012,43,22,65
2398,2568,2013,40,23,63
2399,2568,2014,41,23,64
2400,2568,2015,44,25,69
2401,2568,2016,45,25,70
2402,2568,2017,47,29,76
2403,2568,2018,48,30,78
2404,2568,2019,50,35,85
2405,2568,2020,49,35,84
2406,2568,2021,53,35,88
2407,2568,2022,54,34,88
2408,2568,2023,57,35,92
2409,4213,2010,19,14,33
2410,4213,2011,20,14,34
2411,4213,2012,20,14,34
2412,4213,2013,20,18,38
2413,4213,2014,20,22,42
2414,4213,2015,20,23,43
2415,4213,2016,20,23,43
2416,4213,2017,21,23,44
2417,4213,2018,22,20,42
2418,4213,2019,22,20,42
2419,4213,2020,22,20,42
2420,4213,2021,22,20,42
2421,4213,2022,22,20,42
2422,4213,2023,23,20,43
2423,13477,2010,2,7,9
2424,13477,2011,2,7,9
2425,13477,2012,2,7,9
2426,13477,2013,2,8,10
2427,13477,2014,2,8,10
2428,13477,2015,2,8,10
2429,13477,2016,2,8,10
2430,13477,2017,2,8,10
2431,13477,2018,3,8,11
2432,13477,2019,5,24,29
2433,13477,2020,5,24,29
2434,13477,2021,5,24,29
2435,13477,2022,6,30,36
2436,13477,2023,6,30,36
2437,13421,2010,0,0,0
2438,13421,2011,0,0,0
2439,13421,2012,0,0,0
2440,13421,2013,0,0,0
2441,13421,2014,0,0,0
2442,13421,2015,5,20,25
2443,13421,2016,6,19,25
2444,13421,2017,7,18,25
2445,13421,2018,9,20,29
2446,13421,2019,9,20,29
2447,13421,2020,9,20,29
2448,13421,2021,9,20,29
2449,13421,2022,8,21,29
2450,13421,2023,8,20,28
2451,7999,2010,0,0,0
2452,7999,2011,0,0,0
2453,7999,2012,0,0,0
2454,7999,2013,0,0,0
2455,7999,2014,0,0,0
2456,7999,2015,3,20,23
2457,7999,2016,4,19,23
2458,7999,2017,4,19,23
2459,7999,2018,4,19,23
2460,7999,2019,4,19,23
2461,7999,2020,4,19,23
2462,7999,2021,4,19,23
2463,7999,2022,5,16,21
2464,7999,2023,5,16,21
2465,11964,2010,0,0,0
2466,11964,2011,0,0,0
2467,11964,2012,0,0,0
2468,11964,2013,0,0,0
2469,11964,2014,0,0,0
2470,11964,2015,4,19,23
2471,11964,2016,4,19,23
2472,11964,2017,5,22,27
2473,11964,2018,5,22,27
2474,11964,2019,5,22,27
2475,11964,2020,4,20,24
2476,11964,2021,4,20,24
2477,11964,2022,5,30,35
2478,11964,2023,5,30,35
2479,6979,2010,0,0,0
2480,6979,2011,0,0,0
2481,6979,2012,0,0,0
2482,6979,2013,0,0,0
2483,6979,2014,0,0,0
2484,6979,2015,6,16,22
2485,6979,2016,6,16,22
2486,6979,2017,6,17,23
2487,6979,2018,6,17,23
2488,6979,2019,6,19,25
2489,6979,2020,5,18,23
2490,6979,2021,5,18,23
2491,6979,2022,6,18,24
2492,6979,2023,6,18,24
2493,2041,2010,0,0,0
2494,2041,2011,0,0,0
2495,2041,2012,0,0,0
2496,2041,2013,0,0,0
2497,2041,2014,0,0,0
2498,2041,2015,9,17,26
2499,2041,2016,9,17,26
2500,2041,2017,10,19,29
2501,2041,2018,10,19,29
2502,2041,2019,10,20,30
2503,2041,2020,9,19,28
2504,2041,2021,9,19,28
2505,2041,2022,11,20,31
2506,2041,2023,11,20,31
2507,18275,2010,15,12,27
2508,18275,2011,15,12,27
2509,18275,2012,15,12,27
2510,18275,2013,15,12,27
2511,18275,2014,15,12,27
2512,18275,2015,15,11,26
2513,18275,2016,15,11,26
2514,18275,2017,15,11,26
2515,18275,2018,15,11,26
2516,18275,2019,15,11,26
2517,18275,2020,14,11,25
2518,18275,2021,14,11,25
2519,18275,2022,14,15,29
2520,18275,2023,14,15,29
2521,22583,2010,20,11,31
2522,22583,2011,20,11,31
2523,22583,2012,20,11,31
2524,22583,2013,21,11,32
2525,22583,2014,21,11,32
2526,22583,2015,23,11,34
2527,22583,2016,23,11,34
2528,22583,2017,23,11,34
2529,22583,2018,23,11,34
2530,22583,2019,23,11,34
2531,22583,2020,22,11,33
2532,22583,2021,22,11,33
2533,22583,2022,22,14,36
2534,22583,2023,22,14,36
2535,22760,2010,13,10,23
2536,22760,2011,12,11,23
2537,22760,2012,12,11,23
2538,22760,2013,12,11,23
2539,22760,2014,12,11,23
2540,22760,2015,13,10,23
2541,22760,2016,12,10,22
2542,22760,2017,12,10,22
2543,22760,2018,12,10,22
2544,22760,2019,12,10,22
2545,22760,2020,11,10,21
2546,22760,2021,11,10,21
2547,22760,2022,12,10,22
2548,22760,2023,12,10,22
2549,16794,2010,13,10,23
2550,16794,2011,12,11,23
2551,16794,2012,12,11,23
2552,16794,2013,12,11,23
2553,16794,2014,12,11,23
2554,16794,2015,13,10,23
2555,16794,2016,12,10,22
2556,16794,2017,12,10,22
2557,16794,2018,12,10,22
2558,16794,2019,12,10,22
2559,16794,2020,11,10,21
2560,16794,2021,11,10,21
2561,16794,2022,12,10,22
2562,16794,2023,12,10,22
2563,979,2010,26,13,39
2564,979,2011,26,13,39
2565,979,2012,23,14,37
2566,979,2013,23,14,37
2567,979,2014,22,15,37
2568,979,2015,22,17,39
2569,979,2016,22,17,39
2570,979,2017,23,17,40
2571,979,2018,23,17,40
2572,979,2019,23,17,40
2573,979,2020,24,11,35
2574,979,2021,24,11,35
2575,979,2022,22,18,40
2576,979,2023,22,18,40
2577,13968,2010,35,10,45
2578,13968,2011,36,11,47
2579,13968,2012,37,11,48
2580,13968,2013,35,11,46
2581,13968,2014,34,10,44
2582,13968,2015,34,10,44
2583,13968,2016,34,10,44
2584,13968,2017,34,10,44
2585,13968,2018,34,10,44
2586,13968,2019,34,10,44
2587,13968,2020,33,8,41
2588,13968,2021,34,9,43
2589,13968,2022,35,10,45
2590,13968,2023,35,10,45
2591,5042,2010,2,6,8
2592,5042,2011,2,6,8
2593,5042,2012,2,6,8
2594,5042,2013,2,6,8
2595,5042,2014,2,6,8
2596,5042,2015,3,6,9
2597,5042,2016,3,6,9
2598,5042,2017,2,6,8
2599,5042,2018,2,6,8
2600,5042,2019,2,6,8
2601,5042,2020,2,6,8
2602,5042,2021,2,6,8
2603,5042,2022,2,6,8
2604,5042,2023,2,6,8
2605,18041,2010,1,7,8
2606,18041,2011,1,7,8
2607,18041,2012,1,7,8
2608,18041,2013,1,7,8
2609,18041,2014,1,7,8
2610,18041,2015,2,8,10
2611,18041,2016,2,8,10
2612,18041,2017,2,8,10
2613,18041,2018,2,8,10
2614,18041,2019,2,8,10
2615,18041,2020,2,8,10
2616,18041,2021,2,8,10
2617,18041,2022,2,8,10
2618,18041,2023,2,8,10
2619,9755,2010,2,6,8
2620,9755,2011,2,6,8
2621,9755,2012,2,6,8
2622,9755,2013,2,6,8
2623,9755,2014,2,6,8
2624,9755,2015,3,8,11
2625,9755,2016,3,8,11
2626,9755,2017,3,8,11
2627,9755,2018,3,8,11
2628,9755,2019,3,8,11
2629,9755,2020,2,7,9
2630,9755,2021,2,7,9
2631,9755,2022,1,8,9
2632,9755,2023,1,8,9
2633,12032,2010,8,14,22
2634,12032,2011,8,14,22
2635,12032,2012,8,14,22
2636,12032,2013,8,14,22
2637,12032,2014,8,14,22
2638,12032,2015,8,15,23
2639,12032,2016,8,15,23
2640,12032,2017,8,15,23
2641,12032,2018,8,15,23
2642,12032,2019,9,14,23
2643,12032,2020,9,14,23
2644,12032,2021,9,14,23
2645,12032,2022,9,14,23
2646,12032,2023,9,14,23
2647,2604,2010,39,10,49
2648,2604,2011,39,10,49
2649,2604,2012,41,10,51
2650,2604,2013,41,10,51
2651,2604,2014,41,10,51
2652,2604,2015,42,10,52
2653,2604,2016,41,10,51
2654,2604,2017,41,10,51
2655,2604,2018,41,10,51
2656,2604,2019,41,10,51
2657,2604,2020,39,8,47
2658,2604,2021,38,8,46
2659,2604,2022,39,10,49
2660,2604,2023,39,10,49
2661,22933,2010,9,9,18
2662,22933,2011,9,9,18
2663,22933,2012,12,9,21
2664,22933,2013,12,9,21
2665,22933,2014,12,9,21
2666,22933,2015,12,9,21
2667,22933,2016,12,9,21
2668,22933,2017,12,9,21
2669,22933,2018,13,9,22
2670,22933,2019,13,9,22
2671,22933,2020,12,9,21
2672,22933,2021,11,10,21
2673,22933,2022,11,10,21
2674,22933,2023,11,10,21
2675,1449,2010,14,7,21
2676,1449,2011,14,7,21
2677,1449,2012,14,7,21
2678,1449,2013,15,6,21
2679,1449,2014,15,6,21
2680,1449,2015,15,6,21
2681,1449,2016,15,6,21
2682,1449,2017,15,6,21
2683,1449,2018,15,6,21
2684,1449,2019,15,6,21
2685,1449,2020,15,6,21
2686,1449,2021,14,10,24
2687,1449,2022,15,10,25
2688,1449,2023,15,10,25
2689,9416,2010,10,10,20
2690,9416,2011,10,10,20
2691,9416,2012,11,10,21
2692,9416,2013,11,10,21
2693,9416,2014,11,10,21
2694,9416,2015,11,10,21
2695,9416,2016,11,10,21
2696,9416,2017,11,10,21
2697,9416,2018,11,10,21
2698,9416,2019,11,10,21
2699,9416,2020,11,10,21
2700,9416,2021,11,10,21
2701,9416,2022,12,10,22
2702,9416,2023,12,10,22
2703,253,2010,19,6,25
2704,253,2011,19,6,25
2705,253,2012,19,8,27
2706,253,2013,20,8,28
2707,253,2014,20,8,28
2708,253,2015,20,8,28
2709,253,2016,20,8,28
2710,253,2017,20,8,28
2711,253,2018,20,8,28
2712,253,2019,20,8,28
2713,253,2020,21,10,31
2714,253,2021,21,10,31
2715,253,2022,21,10,31
2716,253,2023,21,10,31
2717,3813,2010,8,8,16
2718,3813,2011,8,10,18
2719,3813,2012,8,12,20
2720,3813,2013,7,11,18
2721,3813,2014,7,11,18
2722,3813,2015,7,11,18
2723,3813,2016,7,11,18
2724,3813,2017,7,11,18
2725,3813,2018,7,11,18
2726,3813,2019,7,11,18
2727,3813,2020,7,16,23
2728,3813,2021,7,16,23
2729,3813,2022,7,16,23
2730,3813,2023,7,16,23
2731,15923,2010,4,8,12
2732,15923,2011,5,8,13
2733,15923,2012,5,8,13
2734,15923,2013,5,8,13
2735,15923,2014,5,8,13
2736,15923,2015,5,8,13
2737,15923,2016,5,8,13
2738,15923,2017,5,8,13
2739,15923,2018,5,8,13
2740,15923,2019,5,8,13
2741,15923,2020,5,8,13
2742,15923,2021,5,8,13
2743,15923,2022,4,8,12
2744,15923,2023,4,8,12
2745,6980,2010,9,8,17
2746,6980,2011,8,11,19
2747,6980,2012,8,11,19
2748,6980,2013,8,11,19
2749,6980,2014,8,11,19
2750,6980,2015,8,11,19
2751,6980,2016,8,11,19
2752,6980,2017,8,11,19
2753,6980,2018,8,11,19
2754,6980,2019,8,11,19
2755,6980,2020,8,11,19
2756,6980,2021,8,11,19
2757,6980,2022,8,11,19
2758,6980,2023,8,11,19
2759,18733,2010,7,14,21
2760,18733,2011,7,18,25
2761,18733,2012,7,18,25
2762,18733,2013,7,18,25
2763,18733,2014,7,18,25
2764,18733,2015,7,18,25
2765,18733,2016,7,18,25
2766,18733,2017,7,18,25
2767,18733,2018,7,18,25
2768,18733,2019,7,18,25
2769,18733,2020,7,18,25
2770,18733,2021,7,18,25
2771,18733,2022,7,18,25
2772,18733,2023,8,17,25
2773,4286,2010,4,17,21
2774,4286,2011,4,17,21
2775,4286,2012,4,17,21
2776,4286,2013,4,17,21
2777,4286,2014,4,17,21
2778,4286,2015,4,17,21
2779,4286,2016,4,17,21
2780,4286,2017,5,17,22
2781,4286,2018,5,17,22
2782,4286,2019,5,17,22
2783,4286,2020,5,17,22
2784,4286,2021,5,17,22
2785,4286,2022,5,17,22
2786,4286,2023,6,17,23
2787,20468,2010,24,15,39
2788,20468,2011,25,15,40
2789,20468,2012,22,15,37
2790,20468,2013,22,15,37
2791,20468,2014,21,15,36
2792,20468,2015,22,17,39
2793,20468,2016,22,17,39
2794,20468,2017,23,17,40
2795,20468,2018,23,17,40
2796,20468,2019,23,17,40
2797,20468,2020,23,17,40
2798,20468,2021,23,17,40
2799,20468,2022,22,17,39
2800,20468,2023,23,17,40
2801,21648,2010,11,24,35
2802,21648,2011,11,24,35
2803,21648,2012,11,24,35
2804,21648,2013,11,24,35
2805,21648,2014,11,24,35
2806,21648,2015,11,24,35
2807,21648,2016,11,24,35
2808,21648,2017,11,24,35
2809,21648,2018,11,24,35
2810,21648,2019,14,25,39
2811,21648,2020,14,25,39
2812,21648,2021,14,25,39
2813,21648,2022,14,25,39
2814,21648,2023,14,25,39
2815,15639,2010,7,13,20
2816,15639,2011,7,13,20
2817,15639,2012,7,13,20
2818,15639,2013,7,13,20
2819,15639,2014,7,13,20
2820,15639,2015,7,15,22
2821,15639,2016,7,15,22
2822,15639,2017,7,15,22
2823,15639,2018,7,15,22
2824,15639,2019,8,13,21
2825,15639,2020,8,13,21
2826,15639,2021,8,13,21
2827,15639,2022,8,13,21
2828,15639,2023,8,13,21
2829,21449,2010,24,15,39
2830,21449,2011,25,15,40
2831,21449,2012,23,15,38
2832,21449,2013,23,15,38
2833,21449,2014,23,15,38
2834,21449,2015,23,18,41
2835,21449,2016,23,18,41
2836,21449,2017,24,18,42
2837,21449,2018,24,18,42
2838,21449,2019,23,17,40
2839,21449,2020,22,17,39
2840,21449,2021,22,17,39
2841,21449,2022,22,17,39
2842,21449,2023,23,19,42
2843,23357,2010,8,20,28
2844,23357,2011,8,20,28
2845,23357,2012,8,20,28
2846,23357,2013,8,20,28
2847,23357,2014,8,20,28
2848,23357,2015,8,20,28
2849,23357,2016,8,20,28
2850,23357,2017,8,20,28
2851,23357,2018,9,18,27
2852,23357,2019,10,22,32
2853,23357,2020,10,22,32
2854,23357,2021,10,22,32
2855,23357,2022,10,22,32
2856,23357,2023,10,22,32
2857,2048,2010,6,9,15
2858,2048,2011,6,9,15
2859,2048,2012,6,9,15
2860,2048,2013,6,9,15
2861,2048,2014,6,9,15
2862,2048,2015,6,9,15
2863,2048,2016,6,9,15
2864,2048,2017,6,10,16
2865,2048,2018,7,10,17
2866,2048,2019,8,13,21
2867,2048,2020,8,13,21
2868,2048,2021,8,13,21
2869,2048,2022,8,13,21
2870,2048,2023,8,13,21
2871,8441,2010,15,12,27
2872,8441,2011,15,12,27
2873,8441,2012,15,12,27
2874,8441,2013,14,12,26
2875,8441,2014,15,12,27
2876,8441,2015,15,12,27
2877,8441,2016,16,12,28
2878,8441,2017,18,16,34
2879,8441,2018,18,16,34
2880,8441,2019,18,16,34
2881,8441,2020,17,16,33
2882,8441,2021,17,16,33
2883,8441,2022,17,20,37
2884,8441,2023,17,20,37
2885,19407,2010,22,12,34
2886,19407,2011,22,12,34
2887,19407,2012,22,12,34
2888,19407,2013,20,11,31
2889,19407,2014,20,15,35
2890,19407,2015,19,15,34
2891,19407,2016,20,15,35
2892,19407,2017,22,15,37
2893,19407,2018,22,15,37
2894,19407,2019,22,15,37
2895,19407,2020,21,15,36
2896,19407,2021,21,15,36
2897,19407,2022,21,15,36
2898,19407,2023,22,15,37
2899,9623,2010,42,12,54
2900,9623,2011,40,12,52
2901,9623,2012,38,12,50
2902,9623,2013,38,12,50
2903,9623,2014,37,12,49
2904,9623,2015,37,12,49
2905,9623,2016,37,12,49
2906,9623,2017,38,13,51
2907,9623,2018,38,13,51
2908,9623,2019,38,13,51
2909,9623,2020,39,13,52
2910,9623,2021,39,13,52
2911,9623,2022,39,13,52
2912,9623,2023,41,15,56
2913,8748,2010,7,16,23
2914,8748,2011,7,16,23
2915,8748,2012,7,16,23
2916,8748,2013,7,16,23
2917,8748,2014,7,20,27
2918,8748,2015,7,20,27
2919,8748,2016,7,20,27
2920,8748,2017,7,20,27
2921,8748,2018,7,18,25
2922,8748,2019,7,18,25
2923,8748,2020,6,18,24
2924,8748,2021,6,18,24
2925,8748,2022,8,18,26
2926,8748,2023,8,18,26
2927,1667,2010,10,17,27
2928,1667,2011,10,17,27
2929,1667,2012,10,17,27
2930,1667,2013,12,20,32
2931,1667,2014,11,22,33
2932,1667,2015,11,23,34
2933,1667,2016,11,23,34
2934,1667,2017,11,23,34
2935,1667,2018,12,15,27
2936,1667,2019,12,15,27
2937,1667,2020,11,15,26
