traffic_fact_key,location_key,year,car_count,truck_count,total_vehicles
1,1329,2010,2,13,15
2,1329,2011,2,13,15
3,1329,2012,2,13,15
4,1329,2013,2,13,15
5,1329,2014,2,13,15
6,1329,2015,2,13,15
7,1329,2016,2,13,15
8,1329,2017,2,12,14
9,1329,2018,2,12,14
10,1329,2019,2,12,14
11,1329,2020,2,12,14
12,1329,2021,2,12,14
13,1329,2022,2,12,14
14,1329,2023,2,12,14
15,17789,2010,6,8,14
16,17789,2011,5,8,13
17,17789,2012,5,8,13
18,17789,2013,4,9,13
19,17789,2014,4,9,13
20,17789,2015,4,10,14
21,17789,2016,4,10,14
22,17789,2017,5,7,12
23,17789,2018,5,7,12
24,17789,2019,6,9,15
25,17789,2020,5,9,14
26,17789,2021,5,7,12
27,17789,2022,5,7,12
28,17789,2023,5,10,15
29,1017,2010,6,7,13
30,1017,2011,6,7,13
31,1017,2012,7,7,14
32,1017,2013,7,7,14
33,1017,2014,7,7,14
34,1017,2015,7,7,14
35,1017,2016,8,7,15
36,1017,2017,9,8,17
37,1017,2018,9,8,17
38,1017,2019,9,8,17
39,1017,2020,9,8,17
40,1017,2021,9,8,17
41,1017,2022,9,8,17
42,1017,2023,9,8,17
43,37,2010,5,10,15
44,37,2011,5,10,15
45,37,2012,6,11,17
46,37,2013,6,11,17
47,37,2014,6,11,17
48,37,2015,6,11,17
49,37,2016,6,11,17
50,37,2017,6,11,17
51,37,2018,7,10,17
52,37,2019,7,10,17
53,37,2020,6,10,16
54,37,2021,6,10,16
55,37,2022,6,10,16
56,37,2023,6,10,16
57,5345,2010,3,12,15
58,5345,2011,3,12,15
59,5345,2012,4,12,16
60,5345,2013,4,12,16
61,5345,2014,4,12,16
62,5345,2015,4,12,16
63,5345,2016,4,12,16
64,5345,2017,5,11,16
65,5345,2018,5,11,16
66,5345,2019,5,11,16
67,5345,2020,4,11,15
68,5345,2021,4,10,14
69,5345,2022,4,10,14
70,5345,2023,4,10,14
71,16856,2010,8,10,18
72,16856,2011,8,10,18
73,16856,2012,10,11,21
74,16856,2013,10,11,21
75,16856,2014,10,11,21
76,16856,2015,10,11,21
77,16856,2016,10,11,21
78,16856,2017,11,10,21
79,16856,2018,12,10,22
80,16856,2019,12,10,22
81,16856,2020,12,11,23
82,16856,2021,12,11,23
83,16856,2022,12,11,23
84,16856,2023,12,11,23
85,7335,2010,8,8,16
86,7335,2011,8,8,16
87,7335,2012,8,8,16
88,7335,2013,8,8,16
89,7335,2014,8,8,16
90,7335,2015,8,8,16
91,7335,2016,8,8,16
92,7335,2017,8,8,16
93,7335,2018,9,14,23
94,7335,2019,9,14,23
95,7335,2020,9,14,23
96,7335,2021,9,14,23
97,7335,2022,9,14,23
98,7335,2023,9,14,23
99,9735,2010,5,8,13
100,9735,2011,5,8,13
101,9735,2012,5,8,13
102,9735,2013,5,8,13
103,9735,2014,5,8,13
104,9735,2015,5,8,13
105,9735,2016,6,9,15
106,9735,2017,6,9,15
107,9735,2018,6,14,20
108,9735,2019,6,14,20
109,9735,2020,6,14,20
110,9735,2021,6,14,20
111,9735,2022,6,14,20
112,9735,2023,6,14,20
113,4525,2010,8,8,16
114,4525,2011,7,7,14
115,4525,2012,8,7,15
116,4525,2013,7,6,13
117,4525,2014,7,6,13
118,4525,2015,7,6,13
119,4525,2016,7,8,15
120,4525,2017,7,9,16
121,4525,2018,8,9,17
122,4525,2019,8,9,17
123,4525,2020,8,9,17
124,4525,2021,8,9,17
125,4525,2022,8,9,17
126,4525,2023,8,9,17
127,12708,2010,4,13,17
128,12708,2011,4,13,17
129,12708,2012,4,13,17
130,12708,2013,4,13,17
131,12708,2014,4,13,17
132,12708,2015,4,13,17
133,12708,2016,4,13,17
134,12708,2017,4,13,17
135,12708,2018,5,18,23
136,12708,2019,5,18,23
137,12708,2020,5,18,23
138,12708,2021,5,18,23
139,12708,2022,5,18,23
140,12708,2023,5,18,23
141,14047,2010,3,17,20
142,14047,2011,3,17,20
143,14047,2012,3,17,20
144,14047,2013,3,17,20
145,14047,2014,3,17,20
146,14047,2015,3,17,20
147,14047,2016,3,17,20
148,14047,2017,3,17,20
149,14047,2018,3,20,23
150,14047,2019,3,11,14
151,14047,2020,3,11,14
152,14047,2021,3,11,14
153,14047,2022,3,11,14
154,14047,2023,3,11,14
155,10163,2010,2,5,7
156,10163,2011,2,5,7
157,10163,2012,2,5,7
158,10163,2013,2,5,7
159,10163,2014,2,5,7
160,10163,2015,2,5,7
161,10163,2016,2,5,7
162,10163,2017,2,5,7
163,10163,2018,2,10,12
164,10163,2019,2,10,12
165,10163,2020,2,10,12
166,10163,2021,2,10,12
167,10163,2022,2,10,12
168,10163,2023,2,10,12
169,11583,2010,3,15,18
170,11583,2011,3,15,18
171,11583,2012,3,15,18
172,11583,2013,3,15,18
173,11583,2014,3,15,18
174,11583,2015,3,15,18
175,11583,2016,3,15,18
176,11583,2017,3,15,18
177,11583,2018,3,15,18
178,11583,2019,2,10,12
179,11583,2020,2,10,12
180,11583,2021,2,10,12
181,11583,2022,2,10,12
182,11583,2023,2,10,12
183,905,2010,4,10,14
184,905,2011,4,10,14
185,905,2012,4,10,14
186,905,2013,4,10,14
187,905,2014,4,10,14
188,905,2015,4,10,14
189,905,2016,4,10,14
190,905,2017,4,10,14
191,905,2018,4,12,16
192,905,2019,4,12,16
193,905,2020,4,12,16
194,905,2021,4,12,16
195,905,2022,4,12,16
196,905,2023,4,12,16
197,1587,2010,7,7,14
198,1587,2011,7,7,14
199,1587,2012,8,7,15
200,1587,2013,7,6,13
201,1587,2014,7,6,13
202,1587,2015,7,6,13
203,1587,2016,7,7,14
204,1587,2017,8,7,15
205,1587,2018,9,6,15
206,1587,2019,9,6,15
207,1587,2020,9,6,15
208,1587,2021,9,6,15
209,1587,2022,9,6,15
210,1587,2023,9,6,15
211,5181,2010,3,10,13
212,5181,2011,3,10,13
213,5181,2012,3,10,13
214,5181,2013,3,10,13
215,5181,2014,3,10,13
216,5181,2015,3,10,13
217,5181,2016,3,12,15
218,5181,2017,3,12,15
219,5181,2018,4,14,18
220,5181,2019,4,14,18
221,5181,2020,4,14,18
222,5181,2021,4,14,18
223,5181,2022,4,14,18
224,5181,2023,4,14,18
225,11262,2010,5,10,15
226,11262,2011,5,10,15
227,11262,2012,5,10,15
228,11262,2013,5,10,15
229,11262,2014,5,10,15
230,11262,2015,5,10,15
231,11262,2016,5,10,15
232,11262,2017,5,10,15
233,11262,2018,6,12,18
234,11262,2019,6,12,18
235,11262,2020,6,12,18
236,11262,2021,6,12,18
237,11262,2022,6,12,18
238,11262,2023,6,12,18
239,3179,2010,9,8,17
240,3179,2011,9,8,17
241,3179,2012,9,8,17
242,3179,2013,9,8,17
243,3179,2014,9,8,17
244,3179,2015,9,8,17
245,3179,2016,9,8,17
246,3179,2017,10,8,18
247,3179,2018,10,8,18
248,3179,2019,10,8,18
249,3179,2020,10,8,18
250,3179,2021,10,8,18
251,3179,2022,10,8,18
252,3179,2023,10,8,18
253,317,2010,13,6,19
254,317,2011,13,6,19
255,317,2012,14,6,20
256,317,2013,14,6,20
257,317,2014,15,6,21
258,317,2015,13,6,19
259,317,2016,12,6,18
260,317,2017,12,6,18
261,317,2018,13,6,19
262,317,2019,13,6,19
263,317,2020,13,6,19
264,317,2021,14,6,20
265,317,2022,14,6,20
266,317,2023,14,6,20
267,22840,2010,22,7,29
268,22840,2011,22,7,29
269,22840,2012,23,7,30
270,22840,2013,23,7,30
271,22840,2014,24,7,31
272,22840,2015,22,7,29
273,22840,2016,22,7,29
274,22840,2017,23,7,30
275,22840,2018,24,7,31
276,22840,2019,24,7,31
277,22840,2020,24,7,31
278,22840,2021,24,7,31
279,22840,2022,24,7,31
280,22840,2023,24,7,31
281,4654,2010,11,8,19
282,4654,2011,11,8,19
283,4654,2012,12,8,20
284,4654,2013,12,8,20
285,4654,2014,13,8,21
286,4654,2015,12,8,20
287,4654,2016,11,8,19
288,4654,2017,12,8,20
289,4654,2018,13,8,21
290,4654,2019,13,8,21
291,4654,2020,13,8,21
292,4654,2021,13,8,21
293,4654,2022,13,8,21
294,4654,2023,13,8,21
295,19419,2010,22,7,29
296,19419,2011,22,7,29
297,19419,2012,22,7,29
298,19419,2013,22,7,29
299,19419,2014,22,7,29
300,19419,2015,22,7,29
301,19419,2016,22,7,29
302,19419,2017,22,7,29
303,19419,2018,20,7,27
304,19419,2019,20,7,27
305,19419,2020,20,7,27
306,19419,2021,20,7,27
307,19419,2022,20,7,27
308,19419,2023,20,7,27
309,535,2010,18,13,31
310,535,2011,18,13,31
311,535,2012,19,13,32
312,535,2013,19,13,32
313,535,2014,20,9,29
314,535,2015,19,9,28
315,535,2016,21,9,30
316,535,2017,24,10,34
317,535,2018,24,10,34
318,535,2019,24,10,34
319,535,2020,24,10,34
320,535,2021,25,10,35
321,535,2022,25,10,35
322,535,2023,26,11,37
323,5820,2010,8,9,17
324,5820,2011,8,9,17
325,5820,2012,8,9,17
326,5820,2013,6,7,13
327,5820,2014,6,7,13
328,5820,2015,6,7,13
329,5820,2016,5,7,12
330,5820,2017,5,7,12
331,5820,2018,5,7,12
332,5820,2019,7,5,12
333,5820,2020,7,5,12
334,5820,2021,7,7,14
335,5820,2022,7,7,14
336,5820,2023,7,7,14
337,14346,2010,5,5,10
338,14346,2011,6,5,11
339,14346,2012,6,5,11
340,14346,2013,5,5,10
341,14346,2014,5,5,10
342,14346,2015,5,5,10
343,14346,2016,5,5,10
344,14346,2017,5,5,10
345,14346,2018,5,5,10
346,14346,2019,4,4,8
347,14346,2020,3,5,8
348,14346,2021,3,5,8
349,14346,2022,3,5,8
350,14346,2023,3,5,8
351,6754,2010,29,10,39
352,6754,2011,29,10,39
353,6754,2012,30,10,40
354,6754,2013,30,10,40
355,6754,2014,31,7,38
356,6754,2015,31,7,38
357,6754,2016,31,7,38
358,6754,2017,32,8,40
359,6754,2018,33,9,42
360,6754,2019,33,9,42
361,6754,2020,33,10,43
362,6754,2021,34,10,44
363,6754,2022,34,10,44
364,6754,2023,34,10,44
365,12804,2010,7,8,15
366,12804,2011,7,8,15
367,12804,2012,6,8,14
368,12804,2013,5,7,12
369,12804,2014,5,7,12
370,12804,2015,5,7,12
371,12804,2016,5,7,12
372,12804,2017,5,7,12
373,12804,2018,5,7,12
374,12804,2019,5,6,11
375,12804,2020,5,6,11
376,12804,2021,5,6,11
377,12804,2022,5,6,11
378,12804,2023,5,6,11
379,11174,2010,30,10,40
380,11174,2011,31,10,41
381,11174,2012,34,10,44
382,11174,2013,33,6,39
383,11174,2014,34,6,40
384,11174,2015,33,5,38
385,11174,2016,34,5,39
386,11174,2017,35,7,42
387,11174,2018,36,9,45
388,11174,2019,36,9,45
389,11174,2020,35,10,45
390,11174,2021,36,10,46
391,11174,2022,35,10,45
392,11174,2023,35,10,45
393,5581,2010,20,6,26
394,5581,2011,20,6,26
395,5581,2012,17,6,23
396,5581,2013,10,10,20
397,5581,2014,10,10,20
398,5581,2015,10,8,18
399,5581,2016,10,8,18
400,5581,2017,10,8,18
401,5581,2018,9,9,18
402,5581,2019,9,9,18
403,5581,2020,9,9,18
404,5581,2021,9,9,18
405,5581,2022,10,12,22
406,5581,2023,10,12,22
407,22507,2010,14,7,21
408,22507,2011,14,7,21
409,22507,2012,15,7,22
410,22507,2013,10,6,16
411,22507,2014,10,6,16
412,22507,2015,9,6,15
413,22507,2016,9,6,15
414,22507,2017,10,6,16
415,22507,2018,10,6,16
416,22507,2019,10,6,16
417,22507,2020,11,9,20
418,22507,2021,11,9,20
419,22507,2022,10,13,23
420,22507,2023,10,13,23
421,650,2010,8,6,14
422,650,2011,9,6,15
423,650,2012,9,6,15
424,650,2013,6,5,11
425,650,2014,6,5,11
426,650,2015,6,5,11
427,650,2016,5,5,10
428,650,2017,5,5,10
429,650,2018,5,5,10
430,650,2019,5,5,10
431,650,2020,5,5,10
432,650,2021,6,5,11
433,650,2022,5,10,15
434,650,2023,5,10,15
435,20289,2010,3,7,10
436,20289,2011,3,7,10
437,20289,2012,4,7,11
438,20289,2013,4,7,11
439,20289,2014,4,7,11
440,20289,2015,4,7,11
441,20289,2016,4,7,11
442,20289,2017,4,7,11
443,20289,2018,4,7,11
444,20289,2019,4,7,11
445,20289,2020,4,7,11
446,20289,2021,4,7,11
447,20289,2022,4,7,11
448,20289,2023,4,7,11
449,5043,2010,15,6,21
450,5043,2011,15,6,21
451,5043,2012,16,5,21
452,5043,2013,11,5,16
453,5043,2014,11,5,16
454,5043,2015,10,5,15
455,5043,2016,11,8,19
456,5043,2017,11,8,19
457,5043,2018,11,8,19
458,5043,2019,11,8,19
459,5043,2020,11,8,19
460,5043,2021,11,8,19
461,5043,2022,11,8,19
462,5043,2023,11,8,19
463,19689,2010,20,10,30
464,19689,2011,21,10,31
465,19689,2012,21,10,31
466,19689,2013,20,10,30
467,19689,2014,21,10,31
468,19689,2015,18,10,28
469,19689,2016,18,10,28
470,19689,2017,18,10,28
471,19689,2018,17,10,27
472,19689,2019,17,10,27
473,19689,2020,16,10,26
474,19689,2021,16,10,26
475,19689,2022,16,10,26
476,19689,2023,16,10,26
477,4463,2010,16,12,28
478,4463,2011,16,12,28
479,4463,2012,17,12,29
480,4463,2013,14,11,25
481,4463,2014,14,11,25
482,4463,2015,13,13,26
483,4463,2016,13,13,26
484,4463,2017,14,13,27
485,4463,2018,14,13,27
486,4463,2019,14,13,27
487,4463,2020,13,13,26
488,4463,2021,13,13,26
489,4463,2022,12,13,25
490,4463,2023,12,13,25
491,1430,2010,10,12,22
492,1430,2011,10,12,22
493,1430,2012,10,12,22
494,1430,2013,10,12,22
495,1430,2014,10,12,22
496,1430,2015,10,12,22
497,1430,2016,10,12,22
498,1430,2017,10,12,22
499,1430,2018,10,12,22
500,1430,2019,10,12,22
501,1430,2020,10,12,22
502,1430,2021,10,12,22
503,1430,2022,9,13,22
504,1430,2023,9,13,22
505,11450,2010,17,10,27
506,11450,2011,17,10,27
507,11450,2012,18,10,28
508,11450,2013,15,9,24
509,11450,2014,15,9,24
510,11450,2015,13,10,23
511,11450,2016,13,9,22
512,11450,2017,13,9,22
513,11450,2018,12,9,21
514,11450,2019,12,9,21
515,11450,2020,12,9,21
516,11450,2021,12,9,21
517,11450,2022,12,9,21
518,11450,2023,12,9,21
519,19011,2010,21,6,27
520,19011,2011,21,6,27
521,19011,2012,22,5,27
522,19011,2013,17,5,22
523,19011,2014,18,5,23
524,19011,2015,16,5,21
525,19011,2016,17,8,25
526,19011,2017,17,8,25
527,19011,2018,16,9,25
528,19011,2019,16,9,25
529,19011,2020,16,9,25
530,19011,2021,15,9,24
531,19011,2022,15,9,24
532,19011,2023,15,9,24
533,16200,2010,7,11,18
534,16200,2011,6,11,17
535,16200,2012,6,11,17
536,16200,2013,5,10,15
537,16200,2014,5,10,15
538,16200,2015,5,10,15
539,16200,2016,5,10,15
540,16200,2017,6,10,16
541,16200,2018,6,10,16
542,16200,2019,5,10,15
543,16200,2020,4,10,14
544,16200,2021,4,10,14
545,16200,2022,3,12,15
546,16200,2023,3,12,15
547,2103,2010,7,4,11
548,2103,2011,8,4,12
549,2103,2012,8,4,12
550,2103,2013,6,4,10
551,2103,2014,6,4,10
552,2103,2015,5,5,10
553,2103,2016,5,5,10
554,2103,2017,6,6,12
555,2103,2018,6,6,12
556,2103,2019,5,6,11
557,2103,2020,5,6,11
558,2103,2021,5,6,11
559,2103,2022,5,6,11
560,2103,2023,5,6,11
561,6638,2010,16,6,22
562,6638,2011,15,6,21
563,6638,2012,15,6,21
564,6638,2013,12,6,18
565,6638,2014,12,6,18
566,6638,2015,11,6,17
567,6638,2016,11,6,17
568,6638,2017,12,6,18
569,6638,2018,12,6,18
570,6638,2019,11,7,18
571,6638,2020,11,7,18
572,6638,2021,11,7,18
573,6638,2022,11,7,18
574,6638,2023,11,7,18
575,16524,2010,14,8,22
576,16524,2011,14,8,22
577,16524,2012,15,8,23
578,16524,2013,12,7,19
579,16524,2014,12,7,19
580,16524,2015,12,7,19
581,16524,2016,12,7,19
582,16524,2017,14,12,26
583,16524,2018,14,12,26
584,16524,2019,14,12,26
585,16524,2020,14,12,26
586,16524,2021,14,12,26
587,16524,2022,15,10,25
588,16524,2023,15,10,25
589,5513,2010,10,6,16
590,5513,2011,9,6,15
591,5513,2012,8,6,14
592,5513,2013,9,6,15
593,5513,2014,10,6,16
594,5513,2015,10,6,16
595,5513,2016,1,6,7
596,5513,2017,11,6,17
597,5513,2018,11,6,17
598,5513,2019,11,6,17
599,5513,2020,11,6,17
600,5513,2021,11,6,17
601,5513,2022,11,11,22
602,5513,2023,11,11,22
603,17811,2010,4,9,13
604,17811,2011,4,9,13
605,17811,2012,4,9,13
606,17811,2013,4,9,13
607,17811,2014,4,9,13
608,17811,2015,4,9,13
609,17811,2016,5,9,14
610,17811,2017,7,12,19
611,17811,2018,7,12,19
612,17811,2019,7,12,19
613,17811,2020,7,12,19
614,17811,2021,8,11,19
615,17811,2022,8,11,19
616,17811,2023,8,11,19
617,22159,2010,2,15,17
618,22159,2011,2,15,17
619,22159,2012,2,15,17
620,22159,2013,2,15,17
621,22159,2014,2,15,17
622,22159,2015,2,15,17
623,22159,2016,2,15,17
624,22159,2017,3,12,15
625,22159,2018,3,12,15
626,22159,2019,3,12,15
627,22159,2020,3,12,15
628,22159,2021,3,12,15
629,22159,2022,3,12,15
630,22159,2023,3,12,15
631,2341,2010,4,7,11
632,2341,2011,4,9,13
633,2341,2012,4,9,13
634,2341,2013,4,9,13
635,2341,2014,4,9,13
636,2341,2015,4,13,17
637,2341,2016,4,13,17
638,2341,2017,4,11,15
639,2341,2018,4,11,15
640,2341,2019,4,10,14
641,2341,2020,4,10,14
642,2341,2021,4,7,11
643,2341,2022,5,10,15
644,2341,2023,4,9,13
645,10472,2010,3,9,12
646,10472,2011,3,9,12
647,10472,2012,4,9,13
648,10472,2013,4,9,13
649,10472,2014,4,9,13
650,10472,2015,4,9,13
651,10472,2016,4,9,13
652,10472,2017,4,9,13
653,10472,2018,4,9,13
654,10472,2019,4,9,13
655,10472,2020,4,9,13
656,10472,2021,4,9,13
657,10472,2022,4,12,16
658,10472,2023,4,12,16
659,4057,2010,5,10,15
660,4057,2011,5,10,15
661,4057,2012,5,10,15
662,4057,2013,5,10,15
663,4057,2014,5,10,15
664,4057,2015,5,10,15
665,4057,2016,5,10,15
666,4057,2017,5,10,15
667,4057,2018,5,10,15
668,4057,2019,5,10,15
669,4057,2020,5,10,15
670,4057,2021,5,10,15
671,4057,2022,6,11,17
672,4057,2023,6,11,17
673,1511,2010,8,8,16
674,1511,2011,8,8,16
675,1511,2012,8,8,16
676,1511,2013,8,8,16
677,1511,2014,8,8,16
678,1511,2015,7,8,15
679,1511,2016,8,8,16
680,1511,2017,8,8,16
681,1511,2018,8,8,16
682,1511,2019,8,8,16
683,1511,2020,8,8,16
684,1511,2021,8,8,16
685,1511,2022,10,11,21
686,1511,2023,10,11,21
687,9092,2010,5,13,18
688,9092,2011,5,13,18
689,9092,2012,5,13,18
690,9092,2013,5,13,18
691,9092,2014,5,13,18
692,9092,2015,5,13,18
693,9092,2016,5,15,20
694,9092,2017,5,15,20
695,9092,2018,5,15,20
696,9092,2019,5,15,20
697,9092,2020,5,15,20
698,9092,2021,5,15,20
699,9092,2022,6,16,22
700,9092,2023,6,16,22
701,17397,2010,8,9,17
702,17397,2011,8,9,17
703,17397,2012,8,9,17
704,17397,2013,8,9,17
705,17397,2014,8,9,17
706,17397,2015,8,9,17
707,17397,2016,8,9,17
708,17397,2017,8,9,17
709,17397,2018,8,9,17
710,17397,2019,8,9,17
711,17397,2020,8,9,17
712,17397,2021,8,9,17
713,17397,2022,10,10,20
714,17397,2023,10,10,20
715,5997,2010,10,8,18
716,5997,2011,10,8,18
717,5997,2012,9,8,17
718,5997,2013,9,8,17
719,5997,2014,9,8,17
720,5997,2015,9,8,17
721,5997,2016,11,6,17
722,5997,2017,11,6,17
723,5997,2018,11,6,17
724,5997,2019,11,6,17
725,5997,2020,11,6,17
726,5997,2021,11,6,17
727,5997,2022,11,12,23
728,5997,2023,11,12,23
729,21984,2010,11,9,20
730,21984,2011,11,9,20
731,21984,2012,10,9,19
732,21984,2013,10,9,19
733,21984,2014,11,10,21
734,21984,2015,11,10,21
735,21984,2016,10,9,19
736,21984,2017,10,9,19
737,21984,2018,10,9,19
738,21984,2019,10,9,19
739,21984,2020,10,9,19
740,21984,2021,10,9,19
741,21984,2022,10,13,23
742,21984,2023,10,13,23
743,7032,2010,10,9,19
744,7032,2011,10,10,20
745,7032,2012,9,10,19
746,7032,2013,9,10,19
747,7032,2014,10,9,19
748,7032,2015,9,9,18
749,7032,2016,9,9,18
750,7032,2017,10,9,19
751,7032,2018,10,9,19
752,7032,2019,10,9,19
753,7032,2020,10,9,19
754,7032,2021,10,9,19
755,7032,2022,10,13,23
756,7032,2023,10,13,23
757,14332,2010,8,10,18
758,14332,2011,8,10,18
759,14332,2012,8,10,18
760,14332,2013,8,10,18
761,14332,2014,8,10,18
762,14332,2015,8,10,18
763,14332,2016,9,10,19
764,14332,2017,9,10,19
765,14332,2018,9,10,19
766,14332,2019,9,10,19
767,14332,2020,9,10,19
768,14332,2021,9,10,19
769,14332,2022,10,12,22
770,14332,2023,10,12,22
771,15589,2010,6,10,16
772,15589,2011,6,10,16
773,15589,2012,6,10,16
774,15589,2013,6,10,16
775,15589,2014,6,10,16
776,15589,2015,6,10,16
777,15589,2016,6,8,14
778,15589,2017,6,8,14
779,15589,2018,6,8,14
780,15589,2019,6,8,14
781,15589,2020,6,8,14
782,15589,2021,6,8,14
783,15589,2022,6,11,17
784,15589,2023,6,11,17
785,3192,2010,5,10,15
786,3192,2011,5,10,15
787,3192,2012,5,10,15
788,3192,2013,4,8,12
789,3192,2014,4,8,12
790,3192,2015,4,8,12
791,3192,2016,6,8,14
792,3192,2017,7,13,20
793,3192,2018,7,13,20
794,3192,2019,7,13,20
795,3192,2020,7,13,20
796,3192,2021,7,13,20
797,3192,2022,7,15,22
798,3192,2023,7,15,22
799,20002,2010,8,7,15
800,20002,2011,8,7,15
801,20002,2012,8,7,15
802,20002,2013,7,6,13
803,20002,2014,7,6,13
804,20002,2015,7,6,13
805,20002,2016,7,6,13
806,20002,2017,7,10,17
807,20002,2018,7,10,17
808,20002,2019,7,10,17
809,20002,2020,7,10,17
810,20002,2021,7,10,17
811,20002,2022,7,10,17
812,20002,2023,7,12,19
813,20526,2010,6,6,12
814,20526,2011,6,6,12
815,20526,2012,6,6,12
816,20526,2013,6,6,12
817,20526,2014,6,6,12
818,20526,2015,6,6,12
819,20526,2016,6,6,12
820,20526,2017,6,8,14
821,20526,2018,6,8,14
822,20526,2019,6,8,14
823,20526,2020,6,8,14
824,20526,2021,6,8,14
825,20526,2022,6,8,14
826,20526,2023,6,11,17
827,15867,2010,12,10,22
828,15867,2011,13,11,24
829,15867,2012,12,11,23
830,15867,2013,12,11,23
831,15867,2014,12,11,23
832,15867,2015,12,11,23
833,15867,2016,12,11,23
834,15867,2017,13,12,25
835,15867,2018,13,12,25
836,15867,2019,13,12,25
837,15867,2020,13,12,25
838,15867,2021,13,12,25
839,15867,2022,13,12,25
840,15867,2023,13,12,25
841,14046,2010,9,10,19
842,14046,2011,9,10,19
843,14046,2012,10,10,20
844,14046,2013,8,8,16
845,14046,2014,8,8,16
846,14046,2015,8,8,16
847,14046,2016,8,8,16
848,14046,2017,8,14,22
849,14046,2018,8,14,22
850,14046,2019,8,14,22
851,14046,2020,8,14,22
852,14046,2021,8,14,22
853,14046,2022,8,14,22
854,14046,2023,8,14,22
855,6206,2010,9,10,19
856,6206,2011,9,10,19
857,6206,2012,10,10,20
858,6206,2013,8,8,16
859,6206,2014,8,8,16
860,6206,2015,8,8,16
861,6206,2016,8,10,18
862,6206,2017,8,12,20
863,6206,2018,8,12,20
864,6206,2019,8,12,20
865,6206,2020,8,12,20
866,6206,2021,8,12,20
867,6206,2022,9,15,24
868,6206,2023,9,15,24
869,19025,2010,4,6,10
870,19025,2011,4,6,10
871,19025,2012,4,6,10
872,19025,2013,4,6,10
873,19025,2014,4,6,10
874,19025,2015,4,6,10
875,19025,2016,4,6,10
876,19025,2017,6,9,15
877,19025,2018,6,9,15
878,19025,2019,6,9,15
879,19025,2020,6,9,15
880,19025,2021,6,9,15
881,19025,2022,6,9,15
882,19025,2023,7,11,18
883,9820,2010,12,6,18
884,9820,2011,12,6,18
885,9820,2012,11,6,17
886,9820,2013,10,6,16
887,9820,2014,10,6,16
888,9820,2015,11,5,16
889,9820,2016,11,5,16
890,9820,2017,14,7,21
891,9820,2018,14,7,21
892,9820,2019,14,7,21
893,9820,2020,14,7,21
894,9820,2021,14,7,21
895,9820,2022,14,7,21
896,9820,2023,14,7,21
897,19037,2010,11,5,16
898,19037,2011,11,5,16
899,19037,2012,10,5,15
900,19037,2013,9,5,14
901,19037,2014,9,5,14
902,19037,2015,11,5,16
903,19037,2016,11,5,16
904,19037,2017,11,5,16
905,19037,2018,11,5,16
906,19037,2019,11,5,16
907,19037,2020,11,5,16
908,19037,2021,11,5,16
909,19037,2022,11,5,16
910,19037,2023,12,7,19
911,15219,2010,14,5,19
912,15219,2011,15,5,20
913,15219,2012,14,5,19
914,15219,2013,12,5,17
915,15219,2014,12,5,17
916,15219,2015,13,10,23
917,15219,2016,13,10,23
918,15219,2017,13,10,23
919,15219,2018,13,10,23
920,15219,2019,13,10,23
921,15219,2020,13,10,23
922,15219,2021,12,10,22
923,15219,2022,12,10,22
924,15219,2023,12,10,22
925,17978,2010,13,6,19
926,17978,2011,14,5,19
927,17978,2012,13,5,18
928,17978,2013,11,5,16
929,17978,2014,11,5,16
930,17978,2015,11,5,16
931,17978,2016,11,5,16
932,17978,2017,11,5,16
933,17978,2018,11,5,16
934,17978,2019,11,5,16
935,17978,2020,11,5,16
936,17978,2021,9,8,17
937,17978,2022,9,8,17
938,17978,2023,9,8,17
939,14258,2010,17,10,27
940,14258,2011,17,9,26
941,14258,2012,17,9,26
942,14258,2013,17,9,26
943,14258,2014,17,9,26
944,14258,2015,17,9,26
945,14258,2016,16,9,25
946,14258,2017,17,9,26
947,14258,2018,16,9,25
948,14258,2019,16,9,25
949,14258,2020,16,9,25
950,14258,2021,15,11,26
951,14258,2022,15,11,26
952,14258,2023,15,11,26
953,4615,2010,13,11,24
954,4615,2011,11,11,22
955,4615,2012,10,10,20
956,4615,2013,10,10,20
957,4615,2014,11,10,21
958,4615,2015,11,10,21
959,4615,2016,11,10,21
960,4615,2017,10,10,20
961,4615,2018,9,10,19
962,4615,2019,9,10,19
963,4615,2020,9,10,19
964,4615,2021,8,13,21
965,4615,2022,8,13,21
966,4615,2023,8,13,21
967,9833,2010,33,9,42
968,9833,2011,33,11,44
969,9833,2012,33,11,44
970,9833,2013,39,10,49
971,9833,2014,40,10,50
972,9833,2015,42,10,52
973,9833,2016,42,10,52
974,9833,2017,42,10,52
975,9833,2018,43,11,54
976,9833,2019,43,11,54
977,9833,2020,43,13,56
978,9833,2021,44,12,56
979,9833,2022,44,12,56
980,9833,2023,44,12,56
981,9338,2010,33,9,42
982,9338,2011,33,9,42
983,9338,2012,33,9,42
984,9338,2013,42,10,52
985,9338,2014,43,10,53
986,9338,2015,46,10,56
987,9338,2016,46,10,56
988,9338,2017,47,10,57
989,9338,2018,48,12,60
990,9338,2019,48,12,60
991,9338,2020,48,12,60
992,9338,2021,49,12,61
993,9338,2022,49,12,61
994,9338,2023,49,12,61
995,10524,2010,27,9,36
996,10524,2011,27,9,36
997,10524,2012,27,9,36
998,10524,2013,35,8,43
999,10524,2014,36,11,47
1000,10524,2015,39,9,48
1001,10524,2016,40,9,49
1002,10524,2017,46,10,56
